RECLOC,CREATION_DTZ,CABIN_CD,COS_CD,OPER_OD_ORIG_CD,OPER_OD_DEST_CD,DEP_KEY,DEP_DT,ORIG_CD,DEST_CD,FLT_NUM,DEP_DTML,ARR_DTML,DEP_DTMZ,ARR_DTMZ,OD_BROKEN_IND,PAX_CNT,CVM,CONN_TIME_MINS
8628,2027-10-04,C,17,NWY,ERW,AZ20271031NWYTPH11552,2027-10-31,NWY,TPH,11552,2027-10-31 19:57,2027-10-31 23:38,2027-11-01 0:57,2027-11-01 4:38,0,1,4.844179011,
8628,2027-10-04,C,17,NWY,ERW,AZ20271031TPHERW6703,2027-10-31,TPH,ERW,6703,2027-11-01 3:47,2027-11-01 7:16,2027-11-01 8:47,2027-11-01 11:16,0,1,4.844179011,249
8628,2027-10-04,C,17,ERW,NWY,AZ20271021TPHNWY10061,2027-10-21,TPH,NWY,10061,2027-10-21 18:19,2027-10-21 21:56,2027-10-21 23:19,2027-10-22 2:56,0,1,4.844179011,98
8629,2027-09-07,Y,10,CIA,EYF,AZ20271021CIATPH15629,2027-10-21,CIA,TPH,15629,2027-10-21 11:23,2027-10-21 16:54,2027-10-21 14:23,2027-10-21 21:54,0,2,5.186458401,
8629,2027-09-07,Y,10,CIA,EYF,AZ20271021TPHEYF8525,2027-10-21,TPH,EYF,8525,2027-10-21 18:57,2027-10-21 20:18,2027-10-21 23:57,2027-10-22 1:18,0,2,5.186458401,123
8630,2027-09-03,Y,24,HIP,RHP,AZ20271021HIPTPH12956,2027-10-21,HIP,TPH,12956,2027-10-21 11:21,2027-10-21 12:48,2027-10-21 16:21,2027-10-21 17:48,0,1,2.370462834,
8630,2027-09-03,Y,24,HIP,RHP,AZ20271021TPHRHP12465,2027-10-21,TPH,RHP,12465,2027-10-21 18:25,2027-10-21 21:55,2027-10-21 23:25,2027-10-22 2:55,0,1,2.370462834,337
8631,2027-08-12,Y,18,MHI,VUY,AZ20271020MHITPH15014,2027-10-20,MHI,TPH,15014,2027-10-20 13:08,2027-10-20 19:37,2027-10-20 19:08,2027-10-21 0:37,0,5,1.469999999,
8631,2027-08-12,Y,19,VUY,MHI,AZ20271025TPHMHI1043,2027-10-25,TPH,MHI,1043,2027-10-26 0:46,2027-10-26 5:28,2027-10-26 5:46,2027-10-26 11:28,0,5,1.469999999,117
8631,2027-08-12,Y,18,MHI,VUY,AZ20271020TPHVUY14711,2027-10-20,TPH,VUY,14711,2027-10-20 21:44,2027-10-20 22:10,2027-10-21 2:44,2027-10-21 4:10,0,5,1.469999999,127
8631,2027-08-12,Y,19,VUY,MHI,AZ20271025VUYTPH16041,2027-10-25,VUY,TPH,16041,2027-10-25 20:25,2027-10-25 22:49,2027-10-26 2:25,2027-10-26 3:49,0,5,1.469999999,
8632,2027-05-14,Y,18,ZFM,VUY,AZ20271002TPHVUY19976,2027-10-02,TPH,VUY,19976,2027-10-02 13:38,2027-10-02 13:57,2027-10-02 18:38,2027-10-02 19:57,0,2,5.043341804,45
8632,2027-05-14,Y,11,VUY,ZFM,AZ20271020TPHZFM1803,2027-10-20,TPH,ZFM,1803,2027-10-21 3:37,2027-10-21 12:12,2027-10-21 8:37,2027-10-21 15:12,0,2,5.043341804,125
8632,2027-05-14,Y,11,VUY,ZFM,AZ20271020VUYTPH2927,2027-10-20,VUY,TPH,2927,2027-10-20 23:08,2027-10-21 1:32,2027-10-21 5:08,2027-10-21 6:32,0,2,5.043341804,
8632,2027-05-14,Y,18,ZFM,VUY,AZ20271002ZFMTPH10080,2027-10-02,ZFM,TPH,10080,2027-10-02 8:02,2027-10-02 12:53,2027-10-02 11:02,2027-10-02 17:53,0,2,5.043341804,
8633,2027-10-04,Y,22,EYF,VUY,AZ20271021EYFTPH3093,2027-10-21,EYF,TPH,3093,2027-10-21 11:03,2027-10-21 12:31,2027-10-21 16:03,2027-10-21 17:31,0,1,2.363152831,
8633,2027-10-04,Y,0,VUY,EYF,AZ20271006TPHEYF15612,2027-10-06,TPH,EYF,15612,2027-10-07 1:03,2027-10-07 2:28,2027-10-07 6:03,2027-10-07 7:28,0,1,2.363152831,272
8633,2027-10-04,Y,22,EYF,VUY,AZ20271021TPHVUY19976,2027-10-21,TPH,VUY,19976,2027-10-21 13:36,2027-10-21 14:02,2027-10-21 18:36,2027-10-21 20:02,0,1,2.363152831,65
8633,2027-10-04,Y,0,VUY,EYF,AZ20271006VUYTPH8894,2027-10-06,VUY,TPH,8894,2027-10-06 18:06,2027-10-06 20:31,2027-10-07 0:06,2027-10-07 1:31,0,1,2.363152831,
8634,2027-09-10,Y,21,EID,TPH,AZ20271021EIDTPH19272,2027-10-21,EID,TPH,19272,2027-10-21 11:08,2027-10-21 12:42,2027-10-21 16:08,2027-10-21 17:42,0,1,2.254999995,
8634,2027-09-10,Y,19,TPH,EID,AZ20271022TPHEID11017,2027-10-22,TPH,EID,11017,2027-10-22 21:39,2027-10-22 23:20,2027-10-23 2:39,2027-10-23 4:20,0,1,2.254999995,
8635,2027-04-23,Y,14,LXO,NWY,AZ20270928LXOTPH17500,2027-09-28,LXO,TPH,17500,2027-09-28 7:13,2027-09-28 12:27,2027-09-28 13:13,2027-09-28 17:27,0,1,2.882472872,
8635,2027-04-23,Y,20,NWY,LXO,AZ20271020NWYTPH11552,2027-10-20,NWY,TPH,11552,2027-10-20 19:57,2027-10-20 23:38,2027-10-21 0:57,2027-10-21 4:38,0,1,2.882472872,
8635,2027-04-23,Y,20,NWY,LXO,AZ20271020TPHLXO11472,2027-10-20,TPH,LXO,11472,2027-10-21 1:01,2027-10-21 4:38,2027-10-21 6:01,2027-10-21 10:38,0,1,2.882472872,83
8635,2027-04-23,Y,14,LXO,NWY,AZ20270928TPHNWY16107,2027-09-28,TPH,NWY,16107,2027-09-28 15:01,2027-09-28 18:39,2027-09-28 20:01,2027-09-28 23:39,0,1,2.882472872,154
8636,2027-01-11,Y,11,BPJ,TPH,AZ20271021BPJTPH3818,2027-10-21,BPJ,TPH,3818,2027-10-21 17:26,2027-10-21 22:52,2027-10-21 20:26,2027-10-22 3:52,0,2,0.192820013,
8637,2027-09-10,Y,22,JDP,LME,AZ20271021JDPTPH16414,2027-10-21,JDP,TPH,16414,2027-10-21 14:10,2027-10-21 16:51,2027-10-21 20:10,2027-10-21 21:51,0,1,5.190754159,
8637,2027-09-10,Y,20,LME,JDP,AZ20271014LMETPH2929,2027-10-14,LME,TPH,2929,2027-10-14 7:54,2027-10-14 12:49,2027-10-14 10:54,2027-10-14 17:49,0,1,5.190754159,
8637,2027-09-10,Y,20,LME,JDP,AZ20271014TPHJDP4203,2027-10-14,TPH,JDP,4203,2027-10-14 14:12,2027-10-14 17:05,2027-10-14 19:12,2027-10-14 23:05,0,1,5.190754159,83
8637,2027-09-10,Y,22,JDP,LME,AZ20271021TPHLME323,2027-10-21,TPH,LME,323,2027-10-21 21:45,2027-10-22 6:43,2027-10-22 2:45,2027-10-22 9:43,0,1,5.190754159,294
8638,2027-08-31,Y,21,KHL,LIZ,AZ20271022KHLTPH14976,2027-10-22,KHL,TPH,14976,2027-10-22 8:06,2027-10-22 12:57,2027-10-22 11:06,2027-10-22 17:57,0,2,5.541078441,
8638,2027-08-31,Y,20,LIZ,KHL,AZ20271027LIZTPH14029,2027-10-27,LIZ,TPH,14029,2027-10-27 18:38,2027-10-27 20:25,2027-10-27 22:38,2027-10-28 1:25,0,2,5.541078441,
8638,2027-08-31,Y,20,LIZ,KHL,AZ20271027TPHKHL5144,2027-10-27,TPH,KHL,5144,2027-10-28 1:04,2027-10-28 10:06,2027-10-28 6:04,2027-10-28 13:06,0,2,5.541078441,279
8638,2027-08-31,Y,21,KHL,LIZ,AZ20271022TPHLIZ4975,2027-10-22,TPH,LIZ,4975,2027-10-22 15:39,2027-10-22 19:18,2027-10-22 20:39,2027-10-22 23:18,0,2,5.541078441,162
8639,2027-09-26,C,2,KHL,RHP,AZ20271003KHLTPH9926,2027-10-03,KHL,TPH,9926,2027-10-03 7:49,2027-10-03 12:40,2027-10-03 10:49,2027-10-03 17:40,0,1,9.132078295,
8639,2027-09-26,C,2,RHP,KHL,AZ20271021RHPTPH12951,2027-10-21,RHP,TPH,12951,2027-10-21 16:53,2027-10-21 20:21,2027-10-21 21:53,2027-10-22 1:21,0,1,9.132078295,
8639,2027-09-26,C,2,RHP,KHL,AZ20271021TPHKHL15796,2027-10-21,TPH,KHL,15796,2027-10-21 21:47,2027-10-22 6:49,2027-10-22 2:47,2027-10-22 9:49,0,1,9.132078295,86
8639,2027-09-26,C,2,KHL,RHP,AZ20271003TPHRHP6701,2027-10-03,TPH,RHP,6701,2027-10-03 14:04,2027-10-03 17:36,2027-10-03 19:04,2027-10-03 22:36,0,1,9.132078295,84
8640,2027-04-23,Y,11,LXO,NWY,AZ20271003LXOTPH17500,2027-10-03,LXO,TPH,17500,2027-10-03 7:13,2027-10-03 12:27,2027-10-03 13:13,2027-10-03 17:27,0,2,2.792472838,
8640,2027-04-23,Y,20,NWY,LXO,AZ20271020NWYTPH11552,2027-10-20,NWY,TPH,11552,2027-10-20 19:57,2027-10-20 23:38,2027-10-21 0:57,2027-10-21 4:38,0,2,2.792472838,
8640,2027-04-23,Y,20,NWY,LXO,AZ20271020TPHLXO11472,2027-10-20,TPH,LXO,11472,2027-10-21 1:01,2027-10-21 4:38,2027-10-21 6:01,2027-10-21 10:38,0,2,2.792472838,83
8640,2027-04-23,Y,11,LXO,NWY,AZ20271003TPHNWY16107,2027-10-03,TPH,NWY,16107,2027-10-03 15:01,2027-10-03 18:39,2027-10-03 20:01,2027-10-03 23:39,0,2,2.792472838,154
8641,2027-10-04,Y,19,LXO,EYF,AZ20271021LXOTPH17500,2027-10-21,LXO,TPH,17500,2027-10-21 7:11,2027-10-21 12:27,2027-10-21 13:11,2027-10-21 17:27,0,1,1.165030003,
8641,2027-10-04,Y,19,LXO,EYF,AZ20271021TPHEYF898,2027-10-21,TPH,EYF,898,2027-10-21 15:44,2027-10-21 17:05,2027-10-21 20:44,2027-10-21 22:05,0,1,1.165030003,197
8642,2027-10-14,C,25,TPH,TZJ,AZ20271021TPHTZJ10148,2027-10-21,TPH,TZJ,10148,2027-10-22 3:43,2027-10-22 5:23,2027-10-22 8:43,2027-10-22 10:23,0,1,9.674513037,
8642,2027-10-14,Y,10,TZJ,TPH,AZ20271024TZJTPH11611,2027-10-24,TZJ,TPH,11611,2027-10-25 0:21,2027-10-25 2:11,2027-10-25 5:21,2027-10-25 7:11,0,1,9.674513037,
8643,2027-09-26,Y,11,EID,OSW,AZ20271106EIDTPH19272,2027-11-06,EID,TPH,19272,2027-11-06 11:08,2027-11-06 12:42,2027-11-06 16:08,2027-11-06 17:42,0,1,2.454692839,
8643,2027-09-26,Y,11,OSW,EID,AZ20271022OSWTPH11969,2027-10-22,OSW,TPH,11969,2027-10-22 11:30,2027-10-22 14:14,2027-10-22 16:30,2027-10-22 19:14,0,1,2.454692839,
8643,2027-09-26,Y,11,OSW,EID,AZ20271022TPHEID19483,2027-10-22,TPH,EID,19483,2027-10-22 15:38,2027-10-22 17:19,2027-10-22 20:38,2027-10-22 22:19,0,1,2.454692839,84
8643,2027-09-26,Y,11,EID,OSW,AZ20271106TPHOSW2173,2027-11-06,TPH,OSW,2173,2027-11-06 13:48,2027-11-06 16:28,2027-11-06 18:48,2027-11-06 21:28,0,1,2.454692839,66
8644,2027-09-23,Y,11,ALN,NWY,AZ20271020ALNTPH6238,2027-10-20,ALN,TPH,6238,2027-10-20 12:08,2027-10-20 16:48,2027-10-20 18:08,2027-10-20 21:48,0,2,1.474000007,
8644,2027-09-23,Y,18,NWY,JDP,AZ20271015NWYTPH12647,2027-10-15,NWY,TPH,12647,2027-10-15 8:43,2027-10-15 12:24,2027-10-15 13:43,2027-10-15 17:24,0,2,1.474000007,
8644,2027-09-23,Y,18,NWY,JDP,AZ20271015TPHJDP4203,2027-10-15,TPH,JDP,4203,2027-10-15 14:12,2027-10-15 17:05,2027-10-15 19:12,2027-10-15 23:05,0,2,1.474000007,108
8644,2027-09-23,Y,11,ALN,NWY,AZ20271020TPHNWY19873,2027-10-20,TPH,NWY,19873,2027-10-21 3:57,2027-10-21 7:34,2027-10-21 8:57,2027-10-21 12:34,0,2,1.474000007,669
8645,2027-09-14,Y,19,JDP,NWY,AZ20271022JDPTPH15178,2027-10-22,JDP,TPH,15178,2027-10-22 11:39,2027-10-22 14:20,2027-10-22 17:39,2027-10-22 19:20,0,1,2.534462838,
8645,2027-09-14,Y,18,NWY,JDP,AZ20271016NWYTPH3857,2027-10-16,NWY,TPH,3857,2027-10-16 12:59,2027-10-16 16:40,2027-10-16 17:59,2027-10-16 21:40,0,1,2.534462838,
8645,2027-09-14,Y,18,NWY,JDP,AZ20271016TPHJDP5924,2027-10-16,TPH,JDP,5924,2027-10-16 18:44,2027-10-16 21:37,2027-10-16 23:44,2027-10-17 3:37,0,1,2.534462838,124
8645,2027-09-14,Y,19,JDP,NWY,AZ20271022TPHNWY10061,2027-10-22,TPH,NWY,10061,2027-10-22 18:19,2027-10-22 21:56,2027-10-22 23:19,2027-10-23 2:56,0,1,2.534462838,239
8646,2027-08-06,Y,11,ERW,VUY,AZ20271025ERWTPH18828,2027-10-25,ERW,TPH,18828,2027-10-25 23:52,2027-10-26 1:30,2027-10-26 3:52,2027-10-26 6:30,0,3,2.544597533,
8646,2027-08-06,Y,11,VUY,ERW,AZ20271021TPHERW7675,2027-10-21,TPH,ERW,7675,2027-10-21 13:47,2027-10-21 17:16,2027-10-21 18:47,2027-10-21 21:16,0,3,2.544597533,63
8646,2027-08-06,Y,11,ERW,VUY,AZ20271025TPHVUY11871,2027-10-25,TPH,VUY,11871,2027-10-26 3:35,2027-10-26 4:01,2027-10-26 8:35,2027-10-26 10:01,0,3,2.544597533,125
8646,2027-08-06,Y,11,VUY,ERW,AZ20271021VUYTPH11209,2027-10-21,VUY,TPH,11209,2027-10-21 10:20,2027-10-21 12:44,2027-10-21 16:20,2027-10-21 17:44,0,3,2.544597533,
8647,2027-10-04,Y,10,EYF,FNX,AZ20271021EYFTPH3093,2027-10-21,EYF,TPH,3093,2027-10-21 11:03,2027-10-21 12:31,2027-10-21 16:03,2027-10-21 17:31,0,1,1.952419996,
8647,2027-10-04,Y,20,FNX,EYF,AZ20271230FNXTPH5129,2027-12-30,FNX,TPH,5129,2027-12-30 18:44,2027-12-30 20:49,2027-12-30 22:44,2027-12-31 1:49,0,1,1.952419996,
8647,2027-10-04,Y,20,FNX,EYF,AZ20271230TPHEYF3917,2027-12-30,TPH,EYF,3917,2027-12-30 21:50,2027-12-30 23:13,2027-12-31 2:50,2027-12-31 4:13,0,1,1.952419996,61
8647,2027-10-04,Y,10,EYF,FNX,AZ20271021TPHFNX660,2027-10-21,TPH,FNX,660,2027-10-21 13:55,2027-10-21 16:49,2027-10-21 18:55,2027-10-21 21:49,0,1,1.952419996,84
8648,2027-09-17,Y,16,EYF,MHI,AZ20271021EYFTPH10851,2027-10-21,EYF,TPH,10851,2027-10-21 21:17,2027-10-21 22:45,2027-10-22 2:17,2027-10-22 3:45,0,1,1.736000001,
8648,2027-09-17,Y,22,MHI,EYF,AZ20271025MHITPH15014,2027-10-25,MHI,TPH,15014,2027-10-25 13:08,2027-10-25 19:37,2027-10-25 19:08,2027-10-26 0:37,0,1,1.736000001,
8648,2027-09-17,Y,22,MHI,EYF,AZ20271025TPHEYF3917,2027-10-25,TPH,EYF,3917,2027-10-25 21:50,2027-10-25 23:11,2027-10-26 2:50,2027-10-26 4:11,0,1,1.736000001,133
8648,2027-09-17,Y,16,EYF,MHI,AZ20271021TPHMHI1043,2027-10-21,TPH,MHI,1043,2027-10-22 0:46,2027-10-22 5:28,2027-10-22 5:46,2027-10-22 11:28,0,1,1.736000001,121
8649,2027-07-01,Y,11,OSW,TZJ,AZ20271009OSWTPH14001,2027-10-09,OSW,TPH,14001,2027-10-09 13:35,2027-10-09 16:19,2027-10-09 18:35,2027-10-09 21:19,0,1,3.686839992,
8649,2027-07-01,Y,22,TZJ,OSW,AZ20271020TPHOSW17806,2027-10-20,TPH,OSW,17806,2027-10-21 4:02,2027-10-21 6:42,2027-10-21 9:02,2027-10-21 11:42,0,1,3.686839992,111
8649,2027-07-01,Y,11,OSW,TZJ,AZ20271009TPHTZJ14583,2027-10-09,TPH,TZJ,14583,2027-10-09 17:58,2027-10-09 19:38,2027-10-09 22:58,2027-10-10 0:38,0,1,3.686839992,99
8649,2027-07-01,Y,22,TZJ,OSW,AZ20271020TZJTPH11611,2027-10-20,TZJ,TPH,11611,2027-10-21 0:21,2027-10-21 2:11,2027-10-21 5:21,2027-10-21 7:11,0,1,3.686839992,
8650,2027-09-14,Y,11,NWY,PGM,AZ20271101NWYTPH3857,2027-11-01,NWY,TPH,3857,2027-11-01 12:59,2027-11-01 16:40,2027-11-01 17:59,2027-11-01 21:40,0,2,1.449999988,
8650,2027-09-14,Y,11,PGM,NWY,AZ20271021PGMTPH18891,2027-10-21,PGM,TPH,18891,2027-10-21 11:10,2027-10-21 14:17,2027-10-21 17:10,2027-10-21 19:17,0,2,1.449999988,
8650,2027-09-14,Y,11,PGM,NWY,AZ20271021TPHNWY16107,2027-10-21,TPH,NWY,16107,2027-10-21 15:24,2027-10-21 19:01,2027-10-21 20:24,2027-10-22 0:01,0,2,1.449999988,67
8650,2027-09-14,Y,11,NWY,PGM,AZ20271101TPHPGM14097,2027-11-01,TPH,PGM,14097,2027-11-01 17:49,2027-11-01 18:58,2027-11-01 22:49,2027-11-02 0:58,0,2,1.449999988,69
8651,2027-09-14,Y,0,NWY,ZRR,AZ20271031NWYTPH3857,2027-10-31,NWY,TPH,3857,2027-10-31 12:59,2027-10-31 16:40,2027-10-31 17:59,2027-10-31 21:40,0,1,1.486000001,
8651,2027-09-14,Y,11,ZRR,NWY,AZ20271021TPHNWY10061,2027-10-21,TPH,NWY,10061,2027-10-21 18:19,2027-10-21 21:56,2027-10-21 23:19,2027-10-22 2:56,0,1,1.486000001,89
8651,2027-09-14,Y,0,NWY,ZRR,AZ20271031TPHZRR7289,2027-10-31,TPH,ZRR,7289,2027-10-31 18:58,2027-10-31 23:43,2027-10-31 23:58,2027-11-01 7:43,0,1,1.486000001,138
8651,2027-09-14,Y,11,ZRR,NWY,AZ20271021ZRRTPH1266,2027-10-21,ZRR,TPH,1266,2027-10-21 6:59,2027-10-21 16:50,2027-10-21 14:59,2027-10-21 21:50,0,1,1.486000001,
8652,2027-06-24,Y,6,PJY,TPH,AZ20270921PJYTPH2165,2027-09-21,PJY,TPH,2165,2027-09-21 22:14,2027-09-21 23:39,2027-09-22 2:14,2027-09-22 4:39,0,1,6.209453366,
8652,2027-06-24,Y,6,TPH,PJY,AZ20271020TPHPJY16397,2027-10-20,TPH,PJY,16397,2027-10-20 17:56,2027-10-20 21:03,2027-10-20 22:56,2027-10-21 1:03,0,1,6.209453366,
8653,2027-06-11,Y,14,HIP,QHP,AZ20270815HIPTPH12956,2027-08-15,HIP,TPH,12956,2027-08-15 11:21,2027-08-15 12:50,2027-08-15 16:21,2027-08-15 17:50,0,1,3.703849995,
8653,2027-06-11,Y,18,QHP,HIP,AZ20271020QHPTPH16478,2027-10-20,QHP,TPH,16478,2027-10-20 19:48,2027-10-20 22:57,2027-10-21 0:48,2027-10-21 3:57,0,1,3.703849995,
8653,2027-06-11,Y,18,QHP,HIP,AZ20271020TPHHIP18790,2027-10-20,TPH,HIP,18790,2027-10-21 0:52,2027-10-21 2:18,2027-10-21 5:52,2027-10-21 7:18,0,1,3.703849995,115
8653,2027-06-11,Y,14,HIP,QHP,AZ20270815TPHQHP15215,2027-08-15,TPH,QHP,15215,2027-08-15 13:57,2027-08-15 17:05,2027-08-15 18:57,2027-08-15 22:05,0,1,3.703849995,67
8654,2027-09-23,Y,22,EYF,OYC,AZ20271020EYFTPH19533,2027-10-20,EYF,TPH,19533,2027-10-20 12:53,2027-10-20 14:21,2027-10-20 17:53,2027-10-20 19:21,0,1,2.297462835,
8654,2027-09-23,Y,19,OYC,EYF,AZ20271007OYCTPH17708,2027-10-07,OYC,TPH,17708,2027-10-07 19:25,2027-10-07 20:44,2027-10-07 23:25,2027-10-08 1:44,0,1,2.297462835,
8654,2027-09-23,Y,19,OYC,EYF,AZ20271007TPHEYF3917,2027-10-07,TPH,EYF,3917,2027-10-07 21:50,2027-10-07 23:11,2027-10-08 2:50,2027-10-08 4:11,0,1,2.297462835,66
8654,2027-09-23,Y,22,EYF,OYC,AZ20271020TPHOYC15133,2027-10-20,TPH,OYC,15133,2027-10-20 15:26,2027-10-20 18:29,2027-10-20 20:26,2027-10-20 22:29,0,1,2.297462835,65
8655,2027-07-15,Y,14,OYC,EYF,AZ20271020OYCTPH17708,2027-10-20,OYC,TPH,17708,2027-10-20 19:25,2027-10-20 20:44,2027-10-20 23:25,2027-10-21 1:44,0,1,3.254035001,
8655,2027-07-15,Y,14,OYC,EYF,AZ20271020TPHEYF3917,2027-10-20,TPH,EYF,3917,2027-10-20 21:50,2027-10-20 23:11,2027-10-21 2:50,2027-10-21 4:11,0,1,3.254035001,66
8656,2027-08-12,Y,14,NAD,SIQ,AZ20271007NADTPH3095,2027-10-07,NAD,TPH,3095,2027-10-07 14:35,2027-10-07 16:44,2027-10-07 19:35,2027-10-07 21:44,0,1,7.46222726,
8656,2027-08-12,Y,18,SIQ,NAD,AZ20271020SIQTPH18551,2027-10-20,SIQ,TPH,18551,2027-10-20 12:11,2027-10-20 14:15,2027-10-20 16:11,2027-10-20 19:15,0,1,7.46222726,
8656,2027-08-12,Y,18,SIQ,NAD,AZ20271020TPHNAD18287,2027-10-20,TPH,NAD,18287,2027-10-20 17:47,2027-10-20 20:04,2027-10-20 22:47,2027-10-21 1:04,0,1,7.46222726,212
8656,2027-08-12,Y,14,NAD,SIQ,AZ20271007TPHSIQ9938,2027-10-07,TPH,SIQ,9938,2027-10-07 18:31,2027-10-07 22:19,2027-10-07 23:31,2027-10-08 2:19,0,1,7.46222726,107
8657,2027-10-14,Y,23,QXG,TPH,AZ20271022QXGTPH2732,2027-10-22,QXG,TPH,2732,2027-10-22 13:31,2027-10-22 16:56,2027-10-22 19:31,2027-10-22 21:56,0,1,3.584962501,
8657,2027-10-14,C,8,TPH,QXG,AZ20271115TPHQXG9080,2027-11-15,TPH,QXG,9080,2027-11-16 0:47,2027-11-16 2:15,2027-11-16 5:47,2027-11-16 8:15,0,1,3.584962501,
8658,2027-10-14,Y,22,WTE,QXG,AZ20271020TPHQXG9080,2027-10-20,TPH,QXG,9080,2027-10-21 0:47,2027-10-21 2:15,2027-10-21 5:47,2027-10-21 8:15,0,1,2.445522844,107
8658,2027-10-14,Y,22,WTE,QXG,AZ20271020WTETPH11395,2027-10-20,WTE,TPH,11395,2027-10-20 21:29,2027-10-20 23:00,2027-10-21 2:29,2027-10-21 4:00,0,1,2.445522844,
8659,2027-10-04,Y,21,RBR,TPH,AZ20271021RBRTPH7756,2027-10-21,RBR,TPH,7756,2027-10-21 20:18,2027-10-21 22:58,2027-10-22 2:18,2027-10-22 3:58,0,1,0.14948,
8660,2027-04-23,Y,19,OLT,VUY,AZ20271020OLTTPH10853,2027-10-20,OLT,TPH,10853,2027-10-21 3:19,2027-10-21 12:43,2027-10-21 11:19,2027-10-21 17:43,0,2,1.203999996,
8660,2027-04-23,Y,19,OLT,VUY,AZ20271021TPHVUY19976,2027-10-21,TPH,VUY,19976,2027-10-21 13:36,2027-10-21 14:02,2027-10-21 18:36,2027-10-21 20:02,0,2,1.203999996,53
8661,2027-09-26,Y,12,QXG,TPH,AZ20271022QXGTPH2732,2027-10-22,QXG,TPH,2732,2027-10-22 13:31,2027-10-22 16:56,2027-10-22 19:31,2027-10-22 21:56,0,1,0.442999989,
8661,2027-09-26,Y,12,TPH,VUY,AZ20271023TPHVUY10006,2027-10-23,TPH,VUY,10006,2027-10-24 1:09,2027-10-24 1:35,2027-10-24 6:09,2027-10-24 7:35,0,1,0.442999989,
8662,2027-10-04,Y,11,FHY,ZFM,AZ20271028FHYTPH10835,2027-10-28,FHY,TPH,10835,2027-10-28 21:56,2027-10-28 23:06,2027-10-29 1:56,2027-10-29 4:06,0,2,5.035662008,
8662,2027-10-04,Y,12,ZFM,FHY,AZ20271022TPHFHY5119,2027-10-22,TPH,FHY,5119,2027-10-22 15:34,2027-10-22 18:30,2027-10-22 20:34,2027-10-22 22:30,0,2,5.035662008,69
8662,2027-10-04,Y,11,FHY,ZFM,AZ20271028TPHZFM10431,2027-10-28,TPH,ZFM,10431,2027-10-29 0:58,2027-10-29 9:33,2027-10-29 5:58,2027-10-29 12:33,0,2,5.035662008,112
8662,2027-10-04,Y,12,ZFM,FHY,AZ20271022ZFMTPH273,2027-10-22,ZFM,TPH,273,2027-10-22 9:40,2027-10-22 14:25,2027-10-22 12:40,2027-10-22 19:25,0,2,5.035662008,
8663,2027-08-31,Y,6,NWY,SIQ,AZ20271103NWYTPH11552,2027-11-03,NWY,TPH,11552,2027-11-03 19:57,2027-11-03 23:38,2027-11-04 0:57,2027-11-04 4:38,0,1,2.087462841,
8663,2027-08-31,Y,6,SIQ,NWY,AZ20271020SIQTPH18551,2027-10-20,SIQ,TPH,18551,2027-10-20 12:11,2027-10-20 14:15,2027-10-20 16:11,2027-10-20 19:15,0,1,2.087462841,
8663,2027-08-31,Y,6,SIQ,NWY,AZ20271020TPHNWY16107,2027-10-20,TPH,NWY,16107,2027-10-20 15:24,2027-10-20 19:01,2027-10-20 20:24,2027-10-21 0:01,0,1,2.087462841,69
8663,2027-08-31,Y,6,NWY,SIQ,AZ20271103TPHSIQ10809,2027-11-03,TPH,SIQ,10809,2027-11-04 0:59,2027-11-04 4:47,2027-11-04 5:59,2027-11-04 8:47,0,1,2.087462841,81
8664,2027-10-04,Y,19,TPH,EID,AZ20271021TPHEID19483,2027-10-21,TPH,EID,19483,2027-10-21 15:38,2027-10-21 17:19,2027-10-21 20:38,2027-10-21 22:19,0,2,3.421928096,
8665,2027-10-04,Y,6,WCD,AGQ,AZ20271020TPHAGQ17373,2027-10-20,TPH,AGQ,17373,2027-10-20 18:59,2027-10-20 22:12,2027-10-20 23:59,2027-10-21 3:12,0,1,5.17990909,131
8665,2027-10-04,Y,6,WCD,AGQ,AZ20271020WCDTPH12331,2027-10-20,WCD,TPH,12331,2027-10-20 15:49,2027-10-20 16:48,2027-10-20 20:49,2027-10-20 21:48,0,1,5.17990909,
8666,2027-10-04,Y,4,IJA,JDP,AZ20271022IJATPH19852,2027-10-22,IJA,TPH,19852,2027-10-22 12:57,2027-10-22 14:18,2027-10-22 17:57,2027-10-22 19:18,0,1,1.453000009,
8666,2027-10-04,Y,20,JDP,IJA,AZ20271027JDPTPH1125,2027-10-27,JDP,TPH,1125,2027-10-27 22:50,2027-10-28 1:33,2027-10-28 4:50,2027-10-28 6:33,0,1,1.453000009,
8666,2027-10-04,Y,20,JDP,IJA,AZ20271027TPHIJA11985,2027-10-27,TPH,IJA,11985,2027-10-28 3:41,2027-10-28 4:55,2027-10-28 8:41,2027-10-28 9:55,0,1,1.453000009,128
8666,2027-10-04,Y,4,IJA,JDP,AZ20271022TPHJDP15580,2027-10-22,TPH,JDP,15580,2027-10-22 16:10,2027-10-22 19:03,2027-10-22 21:10,2027-10-23 1:03,0,1,1.453000009,112
8667,2027-10-04,Y,0,TZJ,PSX,AZ20271022TPHPSX826,2027-10-22,TPH,PSX,826,2027-10-22 17:56,2027-10-22 18:59,2027-10-22 22:56,2027-10-23 0:59,0,2,1.129969999,61
