DEP_KEY,DEP_DT,ORIG_CD,DEST_CD,FLT_NUM,DEP_DTML,ARR_DTML,DEP_DTMZ,ARR_DTMZ,C_CAP_CNT,C_AUL_CNT,C_PAX_CNT,C_AVAIL_CNT,Y_CAP_CNT,Y_AUL_CNT,Y_PAX_CNT,Y_AVAIL_CNT
AZ20271026TPHEYF10112,2027-10-26,TPH,EYF,10112,2027-10-26 13:35:00,2027-10-26 14:56:00,2027-10-26 18:35:00,2027-10-26 19:56:00,16,16,1,15,144,144,139,5
AZ20271025TPHEYF10112,2027-10-25,TPH,EYF,10112,2027-10-25 13:35:00,2027-10-25 14:56:00,2027-10-25 18:35:00,2027-10-25 19:56:00,16,16,2,14,144,144,134,10
AZ20271022TPHEYF10112,2027-10-22,TPH,EYF,10112,2027-10-22 13:35:00,2027-10-22 14:56:00,2027-10-22 18:35:00,2027-10-22 19:56:00,16,16,5,11,144,144,145,-1
AZ20271024TPHEYF10112,2027-10-24,TPH,EYF,10112,2027-10-24 13:35:00,2027-10-24 14:56:00,2027-10-24 18:35:00,2027-10-24 19:56:00,12,12,0,12,162,162,165,-3
AZ20271027TPHEYF10112,2027-10-27,TPH,EYF,10112,2027-10-27 13:35:00,2027-10-27 14:56:00,2027-10-27 18:35:00,2027-10-27 19:56:00,16,16,4,12,144,144,151,-7
AZ20271023TPHEYF10112,2027-10-23,TPH,EYF,10112,2027-10-23 13:35:00,2027-10-23 14:56:00,2027-10-23 18:35:00,2027-10-23 19:56:00,16,16,1,15,144,144,157,-13
AZ20271019TPHEYF10112,2027-10-19,TPH,EYF,10112,2027-10-19 13:35:00,2027-10-19 14:56:00,2027-10-19 18:35:00,2027-10-19 19:56:00,16,16,13,3,144,144,150,-6
AZ20271028QHPTPH2890,2027-10-28,QHP,TPH,2890,2027-10-28 13:44:00,2027-10-28 16:53:00,2027-10-28 18:44:00,2027-10-28 21:53:00,16,16,5,11,144,144,125,19
AZ20271022QHPTPH2890,2027-10-22,QHP,TPH,2890,2027-10-22 13:44:00,2027-10-22 16:53:00,2027-10-22 18:44:00,2027-10-22 21:53:00,16,16,16,0,138,138,137,1
AZ20271020QHPTPH2890,2027-10-20,QHP,TPH,2890,2027-10-20 13:44:00,2027-10-20 16:53:00,2027-10-20 18:44:00,2027-10-20 21:53:00,16,16,16,0,144,144,145,-1
AZ20271021QHPTPH2890,2027-10-21,QHP,TPH,2890,2027-10-21 13:44:00,2027-10-21 16:53:00,2027-10-21 18:44:00,2027-10-21 21:53:00,16,16,15,1,144,144,141,3
AZ20271025QHPTPH2890,2027-10-25,QHP,TPH,2890,2027-10-25 13:44:00,2027-10-25 16:53:00,2027-10-25 18:44:00,2027-10-25 21:53:00,16,16,8,8,144,144,112,32
AZ20271023QHPTPH2890,2027-10-23,QHP,TPH,2890,2027-10-23 13:44:00,2027-10-23 16:53:00,2027-10-23 18:44:00,2027-10-23 21:53:00,16,16,16,0,144,144,126,18
AZ20271019QHPTPH2890,2027-10-19,QHP,TPH,2890,2027-10-19 13:44:00,2027-10-19 16:53:00,2027-10-19 18:44:00,2027-10-19 21:53:00,16,16,16,0,144,144,144,0
AZ20271024QHPTPH2890,2027-10-24,QHP,TPH,2890,2027-10-24 13:44:00,2027-10-24 16:53:00,2027-10-24 18:44:00,2027-10-24 21:53:00,16,16,4,12,138,138,125,13
AZ20271026QHPTPH2890,2027-10-26,QHP,TPH,2890,2027-10-26 13:44:00,2027-10-26 16:53:00,2027-10-26 18:44:00,2027-10-26 21:53:00,16,16,13,3,144,144,129,15
AZ20271027QHPTPH2890,2027-10-27,QHP,TPH,2890,2027-10-27 13:44:00,2027-10-27 16:53:00,2027-10-27 18:44:00,2027-10-27 21:53:00,16,16,14,2,138,138,130,8
AZ20271028CIATPH15629,2027-10-28,CIA,TPH,15629,2027-10-28 11:23:00,2027-10-28 16:54:00,2027-10-28 14:23:00,2027-10-28 21:54:00,12,12,3,9,162,162,153,9
AZ20271021CIATPH15629,2027-10-21,CIA,TPH,15629,2027-10-21 11:23:00,2027-10-21 16:54:00,2027-10-21 14:23:00,2027-10-21 21:54:00,16,16,11,5,144,144,162,-18
AZ20271025CIATPH15629,2027-10-25,CIA,TPH,15629,2027-10-25 11:23:00,2027-10-25 16:54:00,2027-10-25 14:23:00,2027-10-25 21:54:00,12,12,6,6,162,162,154,8
AZ20271023CIATPH15629,2027-10-23,CIA,TPH,15629,2027-10-23 11:23:00,2027-10-23 16:54:00,2027-10-23 14:23:00,2027-10-23 21:54:00,12,12,7,5,162,162,163,-1
AZ20271025NADTPH19219,2027-10-25,NAD,TPH,19219,2027-10-25 18:34:00,2027-10-25 20:43:00,2027-10-25 23:34:00,2027-10-26 01:43:00,12,12,2,10,114,114,116,-2
AZ20271026NADTPH19219,2027-10-26,NAD,TPH,19219,2027-10-26 18:34:00,2027-10-26 20:43:00,2027-10-26 23:34:00,2027-10-27 01:43:00,12,12,6,6,162,162,150,12
AZ20271027NADTPH19219,2027-10-27,NAD,TPH,19219,2027-10-27 18:34:00,2027-10-27 20:43:00,2027-10-27 23:34:00,2027-10-28 01:43:00,12,12,4,8,162,162,141,21
AZ20271023NADTPH19219,2027-10-23,NAD,TPH,19219,2027-10-23 18:34:00,2027-10-23 20:43:00,2027-10-23 23:34:00,2027-10-24 01:43:00,12,12,1,11,114,114,114,0
AZ20271020NADTPH19219,2027-10-20,NAD,TPH,19219,2027-10-20 18:34:00,2027-10-20 20:43:00,2027-10-20 23:34:00,2027-10-21 01:43:00,16,16,12,4,144,144,163,-19
AZ20271028NADTPH19219,2027-10-28,NAD,TPH,19219,2027-10-28 18:34:00,2027-10-28 20:43:00,2027-10-28 23:34:00,2027-10-29 01:43:00,16,16,2,14,144,144,130,14
AZ20271022NADTPH19219,2027-10-22,NAD,TPH,19219,2027-10-22 18:34:00,2027-10-22 20:43:00,2027-10-22 23:34:00,2027-10-23 01:43:00,16,16,10,6,144,144,114,30
AZ20271019NADTPH19219,2027-10-19,NAD,TPH,19219,2027-10-19 18:34:00,2027-10-19 20:43:00,2027-10-19 23:34:00,2027-10-20 01:43:00,16,16,16,0,144,144,156,-12
AZ20271024NADTPH19219,2027-10-24,NAD,TPH,19219,2027-10-24 18:34:00,2027-10-24 20:43:00,2027-10-24 23:34:00,2027-10-25 01:43:00,12,12,3,9,162,162,169,-7
AZ20271022TPHXTA5542,2027-10-22,TPH,XTA,5542,2027-10-22 15:28:00,2027-10-22 18:32:00,2027-10-22 20:28:00,2027-10-22 22:32:00,12,12,12,0,108,108,107,1
AZ20271019TPHXTA5542,2027-10-19,TPH,XTA,5542,2027-10-19 15:28:00,2027-10-19 18:32:00,2027-10-19 20:28:00,2027-10-19 22:32:00,12,12,9,3,114,114,98,16
AZ20271024TPHXTA5542,2027-10-24,TPH,XTA,5542,2027-10-24 15:28:00,2027-10-24 18:32:00,2027-10-24 20:28:00,2027-10-24 22:32:00,12,12,0,12,108,108,101,7
AZ20271026TPHXTA5542,2027-10-26,TPH,XTA,5542,2027-10-26 15:28:00,2027-10-26 18:32:00,2027-10-26 20:28:00,2027-10-26 22:32:00,12,12,6,6,108,108,109,-1
AZ20271027EYFTPH3093,2027-10-27,EYF,TPH,3093,2027-10-27 11:03:00,2027-10-27 12:31:00,2027-10-27 16:03:00,2027-10-27 17:31:00,16,16,1,15,144,144,135,9
AZ20271025EYFTPH3093,2027-10-25,EYF,TPH,3093,2027-10-25 11:03:00,2027-10-25 12:31:00,2027-10-25 16:03:00,2027-10-25 17:31:00,16,16,2,14,144,144,138,6
AZ20271028EYFTPH3093,2027-10-28,EYF,TPH,3093,2027-10-28 11:03:00,2027-10-28 12:31:00,2027-10-28 16:03:00,2027-10-28 17:31:00,16,16,8,8,138,138,124,14
AZ20271023EYFTPH3093,2027-10-23,EYF,TPH,3093,2027-10-23 11:03:00,2027-10-23 12:31:00,2027-10-23 16:03:00,2027-10-23 17:31:00,16,16,10,6,144,144,144,0
AZ20271026EYFTPH3093,2027-10-26,EYF,TPH,3093,2027-10-26 11:03:00,2027-10-26 12:31:00,2027-10-26 16:03:00,2027-10-26 17:31:00,16,16,6,10,144,144,140,4
AZ20271022EYFTPH3093,2027-10-22,EYF,TPH,3093,2027-10-22 11:03:00,2027-10-22 12:31:00,2027-10-22 16:03:00,2027-10-22 17:31:00,16,16,4,12,138,138,138,0
AZ20271024EYFTPH3093,2027-10-24,EYF,TPH,3093,2027-10-24 11:03:00,2027-10-24 12:31:00,2027-10-24 16:03:00,2027-10-24 17:31:00,16,16,2,14,138,138,140,-2
AZ20271028TPHHHO9792,2027-10-28,TPH,HHO,9792,2027-10-29 00:30:00,2027-10-29 05:48:00,2027-10-29 05:30:00,2027-10-29 10:48:00,16,16,14,2,144,144,122,22
AZ20271023TPHHHO9792,2027-10-23,TPH,HHO,9792,2027-10-24 00:30:00,2027-10-24 05:48:00,2027-10-24 05:30:00,2027-10-24 10:48:00,16,16,11,5,144,144,143,1
AZ20271026TPHHHO9792,2027-10-26,TPH,HHO,9792,2027-10-27 00:30:00,2027-10-27 05:48:00,2027-10-27 05:30:00,2027-10-27 10:48:00,16,16,16,0,144,144,133,11
AZ20271024TPHHHO9792,2027-10-24,TPH,HHO,9792,2027-10-25 00:30:00,2027-10-25 05:48:00,2027-10-25 05:30:00,2027-10-25 10:48:00,16,16,9,7,144,144,120,24
AZ20271022TPHHHO9792,2027-10-22,TPH,HHO,9792,2027-10-23 00:30:00,2027-10-23 05:48:00,2027-10-23 05:30:00,2027-10-23 10:48:00,16,16,15,1,144,144,143,1
AZ20271025TPHHHO9792,2027-10-25,TPH,HHO,9792,2027-10-26 00:30:00,2027-10-26 05:48:00,2027-10-26 05:30:00,2027-10-26 10:48:00,16,16,13,3,144,144,134,10
AZ20271019TPHHHO9792,2027-10-19,TPH,HHO,9792,2027-10-20 00:30:00,2027-10-20 05:48:00,2027-10-20 05:30:00,2027-10-20 10:48:00,16,16,15,1,144,144,131,13
AZ20271021TPHHHO9792,2027-10-21,TPH,HHO,9792,2027-10-22 00:30:00,2027-10-22 05:48:00,2027-10-22 05:30:00,2027-10-22 10:48:00,16,16,16,0,144,144,144,0
AZ20271027TPHHHO9792,2027-10-27,TPH,HHO,9792,2027-10-28 00:30:00,2027-10-28 05:48:00,2027-10-28 05:30:00,2027-10-28 10:48:00,16,16,7,9,144,144,125,19
AZ20271020TPHHHO9792,2027-10-20,TPH,HHO,9792,2027-10-21 00:30:00,2027-10-21 05:48:00,2027-10-21 05:30:00,2027-10-21 10:48:00,16,16,16,0,144,144,150,-6
AZ20271024TPHKHL15796,2027-10-24,TPH,KHL,15796,2027-10-24 21:47:00,2027-10-25 06:49:00,2027-10-25 02:47:00,2027-10-25 09:49:00,16,16,15,1,150,150,121,29
AZ20271027TPHKHL15796,2027-10-27,TPH,KHL,15796,2027-10-27 21:47:00,2027-10-28 06:49:00,2027-10-28 02:47:00,2027-10-28 09:49:00,16,16,16,0,150,150,133,17
AZ20271028TPHKHL15796,2027-10-28,TPH,KHL,15796,2027-10-28 21:47:00,2027-10-29 06:49:00,2027-10-29 02:47:00,2027-10-29 09:49:00,16,16,4,12,150,150,128,22
AZ20271023TPHKHL15796,2027-10-23,TPH,KHL,15796,2027-10-23 21:47:00,2027-10-24 06:49:00,2027-10-24 02:47:00,2027-10-24 09:49:00,16,16,13,3,150,150,137,13
AZ20271020TPHKHL15796,2027-10-20,TPH,KHL,15796,2027-10-20 21:47:00,2027-10-21 06:49:00,2027-10-21 02:47:00,2027-10-21 09:49:00,16,16,19,-3,150,150,121,29
AZ20271026TPHKHL15796,2027-10-26,TPH,KHL,15796,2027-10-26 21:47:00,2027-10-27 06:49:00,2027-10-27 02:47:00,2027-10-27 09:49:00,16,16,14,2,150,150,128,22
AZ20271022TPHKHL15796,2027-10-22,TPH,KHL,15796,2027-10-22 21:47:00,2027-10-23 06:49:00,2027-10-23 02:47:00,2027-10-23 09:49:00,16,16,11,5,150,150,130,20
AZ20271025TPHKHL15796,2027-10-25,TPH,KHL,15796,2027-10-25 21:47:00,2027-10-26 06:49:00,2027-10-26 02:47:00,2027-10-26 09:49:00,16,16,16,0,150,150,140,10
AZ20271021TPHCIA10284,2027-10-21,TPH,CIA,10284,2027-10-22 04:51:00,2027-10-22 14:11:00,2027-10-22 09:51:00,2027-10-22 17:11:00,12,12,10,2,162,162,124,38
AZ20271028TPHCIA10284,2027-10-28,TPH,CIA,10284,2027-10-29 04:51:00,2027-10-29 14:11:00,2027-10-29 09:51:00,2027-10-29 17:11:00,12,12,10,2,162,162,133,29
AZ20271027TPHCIA10284,2027-10-27,TPH,CIA,10284,2027-10-28 04:51:00,2027-10-28 14:11:00,2027-10-28 09:51:00,2027-10-28 17:11:00,12,12,12,0,162,162,153,9
AZ20271022TPHCIA10284,2027-10-22,TPH,CIA,10284,2027-10-23 04:51:00,2027-10-23 14:11:00,2027-10-23 09:51:00,2027-10-23 17:11:00,12,12,11,1,162,162,121,41
AZ20271019TPHCIA10284,2027-10-19,TPH,CIA,10284,2027-10-20 04:51:00,2027-10-20 14:11:00,2027-10-20 09:51:00,2027-10-20 17:11:00,16,16,10,6,144,144,119,25
AZ20271025TPHCIA10284,2027-10-25,TPH,CIA,10284,2027-10-26 04:51:00,2027-10-26 14:11:00,2027-10-26 09:51:00,2027-10-26 17:11:00,12,12,12,0,162,162,138,24
AZ20271026TPHCIA10284,2027-10-26,TPH,CIA,10284,2027-10-27 04:51:00,2027-10-27 14:11:00,2027-10-27 09:51:00,2027-10-27 17:11:00,12,12,12,0,162,162,134,28
AZ20271020TPHCIA10284,2027-10-20,TPH,CIA,10284,2027-10-21 04:51:00,2027-10-21 14:11:00,2027-10-21 09:51:00,2027-10-21 17:11:00,12,12,12,0,162,162,142,20
AZ20271024TPHCIA10284,2027-10-24,TPH,CIA,10284,2027-10-25 04:51:00,2027-10-25 14:11:00,2027-10-25 09:51:00,2027-10-25 17:11:00,12,12,12,0,162,162,122,40
AZ20271023TPHCIA10284,2027-10-23,TPH,CIA,10284,2027-10-24 04:51:00,2027-10-24 14:11:00,2027-10-24 09:51:00,2027-10-24 17:11:00,12,12,12,0,162,162,111,51
AZ20271028TPHVRP3747,2027-10-28,TPH,VRP,3747,2027-10-29 00:54:00,2027-10-29 04:21:00,2027-10-29 05:54:00,2027-10-29 10:21:00,16,16,3,13,138,138,110,28
AZ20271021TPHVRP3747,2027-10-21,TPH,VRP,3747,2027-10-22 00:54:00,2027-10-22 04:21:00,2027-10-22 05:54:00,2027-10-22 10:21:00,16,16,16,0,138,138,132,6
AZ20271019TPHVRP3747,2027-10-19,TPH,VRP,3747,2027-10-20 00:54:00,2027-10-20 04:21:00,2027-10-20 05:54:00,2027-10-20 10:21:00,16,16,16,0,150,150,160,-10
AZ20271022TPHVRP3747,2027-10-22,TPH,VRP,3747,2027-10-23 00:54:00,2027-10-23 04:21:00,2027-10-23 05:54:00,2027-10-23 10:21:00,16,16,16,0,138,138,139,-1
AZ20271026TPHVRP3747,2027-10-26,TPH,VRP,3747,2027-10-27 00:54:00,2027-10-27 04:21:00,2027-10-27 05:54:00,2027-10-27 10:21:00,16,16,8,8,150,150,132,18
AZ20271025TPHVRP3747,2027-10-25,TPH,VRP,3747,2027-10-26 00:54:00,2027-10-26 04:21:00,2027-10-26 05:54:00,2027-10-26 10:21:00,16,16,10,6,138,138,112,26
AZ20271019QHPTPH13075,2027-10-19,QHP,TPH,13075,2027-10-19 07:58:00,2027-10-19 11:06:00,2027-10-19 12:58:00,2027-10-19 16:06:00,16,16,0,16,144,144,0,144
AZ20271025DFPTPH14667,2027-10-25,DFP,TPH,14667,2027-10-26 00:46:00,2027-10-26 02:39:00,2027-10-26 05:46:00,2027-10-26 07:39:00,12,12,3,9,114,114,104,10
AZ20271027DFPTPH14667,2027-10-27,DFP,TPH,14667,2027-10-28 00:46:00,2027-10-28 02:39:00,2027-10-28 05:46:00,2027-10-28 07:39:00,12,12,2,10,114,114,97,17
AZ20271020DFPTPH14667,2027-10-20,DFP,TPH,14667,2027-10-21 00:46:00,2027-10-21 02:39:00,2027-10-21 05:46:00,2027-10-21 07:39:00,12,12,9,3,114,114,100,14
AZ20271022DFPTPH14667,2027-10-22,DFP,TPH,14667,2027-10-23 00:46:00,2027-10-23 02:39:00,2027-10-23 05:46:00,2027-10-23 07:39:00,12,12,4,8,114,114,113,1
AZ20271020TPHOZG2225,2027-10-20,TPH,OZG,2225,2027-10-20 18:52:00,2027-10-20 20:19:00,2027-10-20 23:52:00,2027-10-21 01:19:00,16,16,1,15,150,150,148,2
AZ20271027TPHOZG2225,2027-10-27,TPH,OZG,2225,2027-10-27 18:52:00,2027-10-27 20:19:00,2027-10-27 23:52:00,2027-10-28 01:19:00,16,16,0,16,138,138,97,41
AZ20271024TPHOZG2225,2027-10-24,TPH,OZG,2225,2027-10-24 18:52:00,2027-10-24 20:19:00,2027-10-24 23:52:00,2027-10-25 01:19:00,16,16,2,14,138,138,106,32
AZ20271022TPHOZG2225,2027-10-22,TPH,OZG,2225,2027-10-22 18:52:00,2027-10-22 20:19:00,2027-10-22 23:52:00,2027-10-23 01:19:00,16,16,0,16,138,138,106,32
AZ20271027ZFMTPH14666,2027-10-27,ZFM,TPH,14666,2027-10-27 11:47:00,2027-10-27 16:32:00,2027-10-27 14:47:00,2027-10-27 21:32:00,16,16,5,11,144,144,137,7
AZ20271024ZFMTPH14666,2027-10-24,ZFM,TPH,14666,2027-10-24 11:47:00,2027-10-24 16:32:00,2027-10-24 14:47:00,2027-10-24 21:32:00,12,12,2,10,162,162,165,-3
AZ20271022ZFMTPH14666,2027-10-22,ZFM,TPH,14666,2027-10-22 11:47:00,2027-10-22 16:32:00,2027-10-22 14:47:00,2027-10-22 21:32:00,16,16,16,0,144,144,144,0
AZ20271027BJHTPH5638,2027-10-27,BJH,TPH,5638,2027-10-27 13:26:00,2027-10-27 14:44:00,2027-10-27 18:26:00,2027-10-27 19:44:00,12,12,1,11,114,114,109,5
AZ20271025BJHTPH5638,2027-10-25,BJH,TPH,5638,2027-10-25 13:26:00,2027-10-25 14:44:00,2027-10-25 18:26:00,2027-10-25 19:44:00,12,12,0,12,114,114,116,-2
AZ20271023BJHTPH5638,2027-10-23,BJH,TPH,5638,2027-10-23 13:26:00,2027-10-23 14:44:00,2027-10-23 18:26:00,2027-10-23 19:44:00,12,12,6,6,114,114,120,-6
AZ20271023VUYTPH3289,2027-10-23,VUY,TPH,3289,2027-10-23 14:59:00,2027-10-23 17:23:00,2027-10-23 20:59:00,2027-10-23 22:23:00,16,16,10,6,150,150,138,12
AZ20271026VUYTPH3289,2027-10-26,VUY,TPH,3289,2027-10-26 14:59:00,2027-10-26 17:23:00,2027-10-26 20:59:00,2027-10-26 22:23:00,16,16,10,6,150,150,138,12
AZ20271021VUYTPH3289,2027-10-21,VUY,TPH,3289,2027-10-21 14:59:00,2027-10-21 17:23:00,2027-10-21 20:59:00,2027-10-21 22:23:00,16,16,16,0,150,150,150,0
AZ20271020VUYTPH3289,2027-10-20,VUY,TPH,3289,2027-10-20 14:59:00,2027-10-20 17:23:00,2027-10-20 20:59:00,2027-10-20 22:23:00,16,16,16,0,144,144,144,0
AZ20271024VUYTPH3289,2027-10-24,VUY,TPH,3289,2027-10-24 14:59:00,2027-10-24 17:23:00,2027-10-24 20:59:00,2027-10-24 22:23:00,16,16,13,3,150,150,127,23
AZ20271025VUYTPH3289,2027-10-25,VUY,TPH,3289,2027-10-25 14:59:00,2027-10-25 17:23:00,2027-10-25 20:59:00,2027-10-25 22:23:00,16,16,4,12,150,150,149,1
AZ20271028VUYTPH3289,2027-10-28,VUY,TPH,3289,2027-10-28 14:59:00,2027-10-28 17:23:00,2027-10-28 20:59:00,2027-10-28 22:23:00,16,16,6,10,150,150,142,8
AZ20271019VUYTPH3289,2027-10-19,VUY,TPH,3289,2027-10-19 14:59:00,2027-10-19 17:23:00,2027-10-19 20:59:00,2027-10-19 22:23:00,16,16,14,2,150,150,151,-1
AZ20271022VUYTPH3289,2027-10-22,VUY,TPH,3289,2027-10-22 14:59:00,2027-10-22 17:23:00,2027-10-22 20:59:00,2027-10-22 22:23:00,16,16,12,4,144,144,137,7
AZ20271027VUYTPH3289,2027-10-27,VUY,TPH,3289,2027-10-27 14:59:00,2027-10-27 17:23:00,2027-10-27 20:59:00,2027-10-27 22:23:00,16,16,10,6,144,144,123,21
AZ20271025TPHXDP13935,2027-10-25,TPH,XDP,13935,2027-10-25 15:40:00,2027-10-25 21:43:00,2027-10-25 20:40:00,2027-10-26 00:43:00,16,16,16,0,150,150,130,20
AZ20271022TPHXDP13935,2027-10-22,TPH,XDP,13935,2027-10-22 15:40:00,2027-10-22 21:43:00,2027-10-22 20:40:00,2027-10-23 00:43:00,16,16,16,0,150,150,144,6
AZ20271025TPHJDP5924,2027-10-25,TPH,JDP,5924,2027-10-25 18:44:00,2027-10-25 21:37:00,2027-10-25 23:44:00,2027-10-26 02:37:00,12,12,1,11,114,114,106,8
AZ20271024TPHJDP5924,2027-10-24,TPH,JDP,5924,2027-10-24 18:44:00,2027-10-24 21:37:00,2027-10-24 23:44:00,2027-10-25 02:37:00,16,16,7,9,144,144,134,10
AZ20271020TPHJDP5924,2027-10-20,TPH,JDP,5924,2027-10-20 18:44:00,2027-10-20 21:37:00,2027-10-20 23:44:00,2027-10-21 02:37:00,12,12,5,7,114,114,105,9
AZ20271027TPHJDP5924,2027-10-27,TPH,JDP,5924,2027-10-27 18:44:00,2027-10-27 21:37:00,2027-10-27 23:44:00,2027-10-28 02:37:00,12,12,3,9,114,114,109,5
AZ20271023TPHJDP5924,2027-10-23,TPH,JDP,5924,2027-10-23 18:44:00,2027-10-23 21:37:00,2027-10-23 23:44:00,2027-10-24 02:37:00,12,12,1,11,114,114,109,5
AZ20271026TPHJDP5924,2027-10-26,TPH,JDP,5924,2027-10-26 18:44:00,2027-10-26 21:37:00,2027-10-26 23:44:00,2027-10-27 02:37:00,16,16,0,16,144,144,122,22
AZ20271022TPHJDP5924,2027-10-22,TPH,JDP,5924,2027-10-22 18:44:00,2027-10-22 21:37:00,2027-10-22 23:44:00,2027-10-23 02:37:00,16,16,12,4,144,144,144,0
AZ20271019TPHJDP5924,2027-10-19,TPH,JDP,5924,2027-10-19 18:44:00,2027-10-19 21:37:00,2027-10-19 23:44:00,2027-10-20 02:37:00,16,16,12,4,144,144,149,-5
AZ20271028TPHJDP5924,2027-10-28,TPH,JDP,5924,2027-10-28 18:44:00,2027-10-28 21:37:00,2027-10-28 23:44:00,2027-10-29 02:37:00,16,16,3,13,150,150,141,9
AZ20271021TPHJDP5924,2027-10-21,TPH,JDP,5924,2027-10-21 18:44:00,2027-10-21 21:37:00,2027-10-21 23:44:00,2027-10-22 02:37:00,16,16,10,6,150,150,148,2
AZ20271023QHPTPH11312,2027-10-23,QHP,TPH,11312,2027-10-23 17:40:00,2027-10-23 20:49:00,2027-10-23 22:40:00,2027-10-24 01:49:00,12,12,11,1,162,162,141,21
AZ20271021QHPTPH11312,2027-10-21,QHP,TPH,11312,2027-10-21 17:40:00,2027-10-21 20:49:00,2027-10-21 22:40:00,2027-10-22 01:49:00,12,12,12,0,162,162,159,3
AZ20271025QHPTPH11312,2027-10-25,QHP,TPH,11312,2027-10-25 17:40:00,2027-10-25 20:49:00,2027-10-25 22:40:00,2027-10-26 01:49:00,12,12,12,0,162,162,133,29
AZ20271024QHPTPH11312,2027-10-24,QHP,TPH,11312,2027-10-24 17:40:00,2027-10-24 20:49:00,2027-10-24 22:40:00,2027-10-25 01:49:00,12,12,5,7,162,162,149,13
AZ20271027QHPTPH11312,2027-10-27,QHP,TPH,11312,2027-10-27 17:40:00,2027-10-27 20:49:00,2027-10-27 22:40:00,2027-10-28 01:49:00,12,12,10,2,162,162,133,29
AZ20271028QHPTPH11312,2027-10-28,QHP,TPH,11312,2027-10-28 17:40:00,2027-10-28 20:49:00,2027-10-28 22:40:00,2027-10-29 01:49:00,12,12,12,0,162,162,137,25
AZ20271026QHPTPH11312,2027-10-26,QHP,TPH,11312,2027-10-26 17:40:00,2027-10-26 20:49:00,2027-10-26 22:40:00,2027-10-27 01:49:00,12,12,11,1,162,162,123,39
AZ20271019QHPTPH11312,2027-10-19,QHP,TPH,11312,2027-10-19 17:40:00,2027-10-19 20:49:00,2027-10-19 22:40:00,2027-10-20 01:49:00,16,16,20,-4,144,144,149,-5
AZ20271020QHPTPH11312,2027-10-20,QHP,TPH,11312,2027-10-20 17:40:00,2027-10-20 20:49:00,2027-10-20 22:40:00,2027-10-21 01:49:00,16,16,12,4,144,144,162,-18
AZ20271028TPHRBR14039,2027-10-28,TPH,RBR,14039,2027-10-29 03:53:00,2027-10-29 04:43:00,2027-10-29 08:53:00,2027-10-29 10:43:00,16,16,6,10,150,150,132,18
AZ20271023TPHRBR14039,2027-10-23,TPH,RBR,14039,2027-10-24 03:53:00,2027-10-24 04:43:00,2027-10-24 08:53:00,2027-10-24 10:43:00,16,16,7,9,150,150,117,33
AZ20271027TPHRBR14039,2027-10-27,TPH,RBR,14039,2027-10-28 03:53:00,2027-10-28 04:43:00,2027-10-28 08:53:00,2027-10-28 10:43:00,16,16,0,16,150,150,113,37
AZ20271021TPHRBR14039,2027-10-21,TPH,RBR,14039,2027-10-22 03:53:00,2027-10-22 04:43:00,2027-10-22 08:53:00,2027-10-22 10:43:00,16,16,8,8,150,150,136,14
AZ20271020TPHRBR14039,2027-10-20,TPH,RBR,14039,2027-10-21 03:53:00,2027-10-21 04:43:00,2027-10-21 08:53:00,2027-10-21 10:43:00,16,16,15,1,150,150,138,12
AZ20271022TPHRBR14039,2027-10-22,TPH,RBR,14039,2027-10-23 03:53:00,2027-10-23 04:43:00,2027-10-23 08:53:00,2027-10-23 10:43:00,16,16,7,9,150,150,137,13
AZ20271028HHOTPH19626,2027-10-28,HHO,TPH,19626,2027-10-28 14:27:00,2027-10-28 20:01:00,2027-10-28 19:27:00,2027-10-29 01:01:00,16,16,16,0,138,138,125,13
AZ20271023HHOTPH19626,2027-10-23,HHO,TPH,19626,2027-10-23 14:27:00,2027-10-23 20:01:00,2027-10-23 19:27:00,2027-10-24 01:01:00,16,16,13,3,144,144,145,-1
AZ20271024HHOTPH19626,2027-10-24,HHO,TPH,19626,2027-10-24 14:27:00,2027-10-24 20:01:00,2027-10-24 19:27:00,2027-10-25 01:01:00,16,16,16,0,138,138,141,-3
AZ20271021HHOTPH19626,2027-10-21,HHO,TPH,19626,2027-10-21 14:27:00,2027-10-21 20:01:00,2027-10-21 19:27:00,2027-10-22 01:01:00,16,16,15,1,144,144,144,0
AZ20271025HHOTPH19626,2027-10-25,HHO,TPH,19626,2027-10-25 14:27:00,2027-10-25 20:01:00,2027-10-25 19:27:00,2027-10-26 01:01:00,16,16,8,8,144,144,143,1
AZ20271019HHOTPH19626,2027-10-19,HHO,TPH,19626,2027-10-19 14:27:00,2027-10-19 20:01:00,2027-10-19 19:27:00,2027-10-20 01:01:00,16,16,16,0,144,144,135,9
AZ20271027HHOTPH19626,2027-10-27,HHO,TPH,19626,2027-10-27 14:27:00,2027-10-27 20:01:00,2027-10-27 19:27:00,2027-10-28 01:01:00,16,16,16,0,138,138,142,-4
AZ20271026HHOTPH19626,2027-10-26,HHO,TPH,19626,2027-10-26 14:27:00,2027-10-26 20:01:00,2027-10-26 19:27:00,2027-10-27 01:01:00,16,16,10,6,138,138,133,5
AZ20271024RBRTPH7756,2027-10-24,RBR,TPH,7756,2027-10-24 20:18:00,2027-10-24 22:58:00,2027-10-25 02:18:00,2027-10-25 03:58:00,16,16,3,13,150,150,154,-4
