RECLOC,CABIN_CD,COS_CD,OPER_OD_ORIG_CD,OPER_OD_DEST_CD,DEP_KEY,DEP_DT,ORIG_CD,DEST_CD,FLT_NUM,DEP_DTML,ARR_DTML,DEP_DTMZ,ARR_DTMZ,PREV_OD_BROKEN_IND,PAX_CNT,CVM,PREV_CONN_TIME,ALT_DEP_KEY,ALT_CABIN_CD,ALT_OPER_OD_ORIG_CD,ALT_OPER_OD_DEST_CD,ALT_DEP_DT,ALT_ORIG_CD,ALT_DEST_CD,ALT_FLT_NUM,ALT_DEP_DTML,ALT_ARR_DTML,ALT_DEP_DTMZ,ALT_ARR_DTMZ,ALT_CONN_TIME_MINS
8511,Y,11,ALN,TPH,AZ20271022ALNTPH7450,2027-10-22,ALN,TPH,7450,2027-10-22 16:03,2027-10-22 20:43,2027-10-22 22:03,2027-10-23 1:43,0,1,3.360000014,,AZ20271024ALNTPH7371,Either,ALN,TPH,2027-10-24,ALN,TPH,7371.0,2027-10-24 08:08,2027-10-24 12:45,2027-10-24 14:08,2027-10-24 17:45,
8511,Y,11,ALN,TPH,AZ20271022ALNTPH7450,2027-10-22,ALN,TPH,7450,2027-10-22 16:03,2027-10-22 20:43,2027-10-22 22:03,2027-10-23 1:43,0,1,3.360000014,,AZ20271024ALNTPH7450,Either,ALN,TPH,2027-10-24,ALN,TPH,7450.0,2027-10-24 16:03,2027-10-24 20:43,2027-10-24 22:03,2027-10-25 01:43,
8512,Y,4,RHP,EID,AZ20271021TPHEID12343,2027-10-21,TPH,EID,12343,2027-10-22 3:59,2027-10-22 5:40,2027-10-22 8:59,2027-10-22 10:40,0,1,7.217227256,142.0,AZ20271023TPHEID11017,Either,TPH,EID,2027-10-23,TPH,EID,11017.0,2027-10-23 21:39,2027-10-23 23:20,2027-10-24 02:39,2027-10-24 04:20,
8512,Y,4,RHP,EID,AZ20271021TPHEID12343,2027-10-21,TPH,EID,12343,2027-10-22 3:59,2027-10-22 5:40,2027-10-22 8:59,2027-10-22 10:40,0,1,7.217227256,142.0,AZ20271023TPHEID12343,Either,TPH,EID,2027-10-23,TPH,EID,12343.0,2027-10-24 03:59,2027-10-24 05:40,2027-10-24 08:59,2027-10-24 10:40,
8512,Y,4,RHP,EID,AZ20271021TPHEID12343,2027-10-21,TPH,EID,12343,2027-10-22 3:59,2027-10-22 5:40,2027-10-22 8:59,2027-10-22 10:40,0,1,7.217227256,142.0,AZ20271023TPHEID787,Either,TPH,EID,2027-10-23,TPH,EID,787.0,2027-10-23 18:01,2027-10-23 19:42,2027-10-23 23:01,2027-10-24 00:42,
8513,Y,0,PGM,TPH,AZ20271021PGMTPH18891,2027-10-21,PGM,TPH,18891,2027-10-21 11:10,2027-10-21 14:17,2027-10-21 17:10,2027-10-21 19:17,0,1,2.184,,AZ20271022PGMTPH2952,Either,PGM,TPH,2027-10-22,PGM,TPH,2952.0,2027-10-22 20:02,2027-10-22 23:09,2027-10-23 02:02,2027-10-23 04:09,
8514,Y,0,FNX,EID,AZ20271020TPHEID11017,2027-10-20,TPH,EID,11017,2027-10-20 21:39,2027-10-20 23:20,2027-10-21 2:39,2027-10-21 4:20,0,1,3.429924992,50.0,AZ20271022TPHEID19483,Either,TPH,EID,2027-10-22,TPH,EID,19483.0,2027-10-22 15:38,2027-10-22 17:19,2027-10-22 20:38,2027-10-22 22:19,
8515,Y,0,ERW,CEF,AZ20271020TPHCEF1499,2027-10-20,TPH,CEF,1499,2027-10-21 0:48,2027-10-21 2:50,2027-10-21 5:48,2027-10-21 7:50,0,1,3.447850006,631.0,AZ20271021TPHCEF1499,Either,TPH,CEF,2027-10-21,TPH,CEF,1499.0,2027-10-22 00:48,2027-10-22 02:50,2027-10-22 05:48,2027-10-22 07:50,
8516,Y,22,EID,WCD,AZ20271022EIDTPH14320,2027-10-22,EID,TPH,14320,2027-10-22 15:12,2027-10-22 16:46,2027-10-22 20:12,2027-10-22 21:46,0,1,1.101000004,,,,,,,,,,,,,,
8517,Y,11,ERW,CEF,AZ20271020TPHCEF1499,2027-10-20,TPH,CEF,1499,2027-10-21 0:48,2027-10-21 2:50,2027-10-21 5:48,2027-10-21 7:50,0,1,1.256000012,631.0,AZ20271022TPHCEF5474,Either,TPH,CEF,2027-10-22,TPH,CEF,5474.0,2027-10-22 21:48,2027-10-22 23:50,2027-10-23 02:48,2027-10-23 04:50,
8518,C,25,TPH,VUY,AZ20271021TPHVUY17637,2027-10-21,TPH,VUY,17637,2027-10-21 15:33,2027-10-21 15:59,2027-10-21 20:33,2027-10-21 21:59,0,1,5.772841633,,AZ20271022TPHVUY11871,Either,TPH,VUY,2027-10-22,TPH,VUY,11871.0,2027-10-23 03:35,2027-10-23 04:01,2027-10-23 08:35,2027-10-23 10:01,
8519,Y,4,RHP,TZJ,AZ20271021TPHTZJ10148,2027-10-21,TPH,TZJ,10148,2027-10-22 3:43,2027-10-22 5:23,2027-10-22 8:43,2027-10-22 10:23,0,2,2.245462849,126.0,,,,,,,,,,,,,
8520,Y,19,TZJ,TPH,AZ20271020TZJTPH13898,2027-10-20,TZJ,TPH,13898,2027-10-20 17:40,2027-10-20 19:30,2027-10-20 22:40,2027-10-21 0:30,0,2,3.034000002,,,,,,,,,,,,,,
8521,Y,11,ALN,TPH,AZ20271020ALNTPH13462,2027-10-20,ALN,TPH,13462,2027-10-20 19:21,2027-10-21 0:01,2027-10-21 1:21,2027-10-21 5:01,0,1,0.36807999,,AZ20271022ALNTPH6238,Either,ALN,TPH,2027-10-22,ALN,TPH,6238.0,2027-10-22 12:08,2027-10-22 16:48,2027-10-22 18:08,2027-10-22 21:48,
8522,Y,11,OSW,ERW,AZ20271021OSWTPH11969,2027-10-21,OSW,TPH,11969,2027-10-21 11:30,2027-10-21 14:14,2027-10-21 16:30,2027-10-21 19:14,0,1,2.525462835,,AZ20271023OSWTPH11969,Either,OSW,TPH,2027-10-23,OSW,TPH,11969.0,2027-10-23 11:30,2027-10-23 14:14,2027-10-23 16:30,2027-10-23 19:14,
8522,Y,11,OSW,ERW,AZ20271021TPHERW12992,2027-10-21,TPH,ERW,12992,2027-10-21 15:53,2027-10-21 19:22,2027-10-21 20:53,2027-10-21 23:22,0,1,2.525462835,99.0,AZ20271022TPHERW6703,Either,TPH,ERW,2027-10-22,TPH,ERW,6703.0,2027-10-23 03:47,2027-10-23 07:16,2027-10-23 08:47,2027-10-23 11:16,
8523,Y,19,GIW,EID,AZ20271020TPHEID11017,2027-10-20,TPH,EID,11017,2027-10-20 21:39,2027-10-20 23:20,2027-10-21 2:39,2027-10-21 4:20,0,1,7.457828574,118.0,AZ20271022TPHEID11017,Either,TPH,EID,2027-10-22,TPH,EID,11017.0,2027-10-22 21:39,2027-10-22 23:20,2027-10-23 02:39,2027-10-23 04:20,
8524,Y,12,EYF,NAD,AZ20271021EYFTPH10851,2027-10-21,EYF,TPH,10851,2027-10-21 21:17,2027-10-21 22:45,2027-10-22 2:17,2027-10-22 3:45,0,1,3.757390926,,AZ20271023EYFTPH14730,Either,EYF,TPH,2027-10-23,EYF,TPH,14730.0,2027-10-23 15:53,2027-10-23 17:21,2027-10-23 20:53,2027-10-23 22:21,
8525,Y,18,TPH,CEF,AZ20271020TPHCEF8181,2027-10-20,TPH,CEF,8181,2027-10-20 15:46,2027-10-20 17:48,2027-10-20 20:46,2027-10-20 22:48,0,1,1.036000013,,AZ20271021TPHCEF1499,Either,TPH,CEF,2027-10-21,TPH,CEF,1499.0,2027-10-22 00:48,2027-10-22 02:50,2027-10-22 05:48,2027-10-22 07:50,
8526,Y,4,OSW,TPH,AZ20271022OSWTPH11969,2027-10-22,OSW,TPH,11969,2027-10-22 11:30,2027-10-22 14:14,2027-10-22 16:30,2027-10-22 19:14,0,1,0.449999988,,AZ20271023OSWTPH19197,Either,OSW,TPH,2027-10-23,OSW,TPH,19197.0,2027-10-23 17:41,2027-10-23 20:25,2027-10-23 22:41,2027-10-24 01:25,
8527,Y,14,ERW,PSX,AZ20271020TPHPSX826,2027-10-20,TPH,PSX,826,2027-10-20 17:56,2027-10-20 18:59,2027-10-20 22:56,2027-10-21 0:59,0,1,2.657462834,219.0,,,,,,,,,,,,,
8528,Y,11,TPH,KHL,AZ20271021TPHKHL15796,2027-10-21,TPH,KHL,15796,2027-10-21 21:47,2027-10-22 6:49,2027-10-22 2:47,2027-10-22 9:49,0,1,5.19785621,,AZ20271022TPHKHL15796,Either,TPH,KHL,2027-10-22,TPH,KHL,15796.0,2027-10-22 21:47,2027-10-23 06:49,2027-10-23 02:47,2027-10-23 09:49,
8528,Y,11,TPH,KHL,AZ20271021TPHKHL15796,2027-10-21,TPH,KHL,15796,2027-10-21 21:47,2027-10-22 6:49,2027-10-22 2:47,2027-10-22 9:49,0,1,5.19785621,,AZ20271022TPHKHL1856,Either,TPH,KHL,2027-10-22,TPH,KHL,1856.0,2027-10-23 03:45,2027-10-23 12:47,2027-10-23 08:45,2027-10-23 15:47,
8528,Y,11,TPH,KHL,AZ20271021TPHKHL15796,2027-10-21,TPH,KHL,15796,2027-10-21 21:47,2027-10-22 6:49,2027-10-22 2:47,2027-10-22 9:49,0,1,5.19785621,,AZ20271022TPHKHL5144,Either,TPH,KHL,2027-10-22,TPH,KHL,5144.0,2027-10-23 01:04,2027-10-23 10:06,2027-10-23 06:04,2027-10-23 13:06,
8528,Y,11,TPH,KHL,AZ20271021TPHKHL15796,2027-10-21,TPH,KHL,15796,2027-10-21 21:47,2027-10-22 6:49,2027-10-22 2:47,2027-10-22 9:49,0,1,5.19785621,,AZ20271022TPHKHL548,Either,TPH,KHL,2027-10-22,TPH,KHL,548.0,2027-10-23 00:51,2027-10-23 09:53,2027-10-23 05:51,2027-10-23 12:53,
8528,Y,11,TPH,KHL,AZ20271021TPHKHL15796,2027-10-21,TPH,KHL,15796,2027-10-21 21:47,2027-10-22 6:49,2027-10-22 2:47,2027-10-22 9:49,0,1,5.19785621,,AZ20271023TPHKHL15796,Either,TPH,KHL,2027-10-23,TPH,KHL,15796.0,2027-10-23 21:47,2027-10-24 06:49,2027-10-24 02:47,2027-10-24 09:49,
8529,Y,0,ERW,QXG,AZ20271022ERWTPH11457,2027-10-22,ERW,TPH,11457,2027-10-22 12:35,2027-10-22 14:17,2027-10-22 16:35,2027-10-22 19:17,0,1,3.274924998,,AZ20271023ERWTPH11666,Either,ERW,TPH,2027-10-23,ERW,TPH,11666.0,2027-10-23 18:27,2027-10-23 20:04,2027-10-23 22:27,2027-10-24 01:04,
8530,Y,21,TZJ,TPH,AZ20271020TZJTPH13898,2027-10-20,TZJ,TPH,13898,2027-10-20 17:40,2027-10-20 19:30,2027-10-20 22:40,2027-10-21 0:30,0,1,0.356000006,,,,,,,,,,,,,,
8531,Y,11,OYC,LME,AZ20271020OYCTPH17708,2027-10-20,OYC,TPH,17708,2027-10-20 19:25,2027-10-20 20:44,2027-10-20 23:25,2027-10-21 1:44,0,4,5.349604114,,,,,,,,,,,,,,
8532,Y,10,TZJ,PJY,AZ20271022TZJTPH10249,2027-10-22,TZJ,TPH,10249,2027-10-22 15:05,2027-10-22 16:55,2027-10-22 20:05,2027-10-22 21:55,0,1,1.678380013,,AZ20271023TZJTPH10249,Either,TZJ,TPH,2027-10-23,TZJ,TPH,10249.0,2027-10-23 15:05,2027-10-23 16:55,2027-10-23 20:05,2027-10-23 21:55,
8533,C,2,KHL,GIW,AZ20271021TPHGIW15865,2027-10-21,TPH,GIW,15865,2027-10-22 4:42,2027-10-22 9:33,2027-10-22 9:42,2027-10-22 14:33,0,2,6.569833666,333.0,,,,,,,,,,,,,
8534,Y,20,ERW,CEF,AZ20271020TPHCEF8181,2027-10-20,TPH,CEF,8181,2027-10-20 15:46,2027-10-20 17:48,2027-10-20 20:46,2027-10-20 22:48,0,6,1.394260019,89.0,,,,,,,,,,,,,
8535,Y,19,NAD,BPJ,AZ20271021NADTPH19219,2027-10-21,NAD,TPH,19219,2027-10-21 18:34,2027-10-21 20:43,2027-10-21 23:34,2027-10-22 1:43,0,1,4.087850029,,AZ20271023NADTPH19219,Either,NAD,TPH,2027-10-23,NAD,TPH,19219.0,2027-10-23 18:34,2027-10-23 20:43,2027-10-23 23:34,2027-10-24 01:43,
8536,Y,19,EYF,PGM,AZ20271021EYFTPH3093,2027-10-21,EYF,TPH,3093,2027-10-21 11:03,2027-10-21 12:31,2027-10-21 16:03,2027-10-21 17:31,0,2,1.134000003,,,,,,,,,,,,,,
8537,Y,11,KHR,TPH,AZ20271020KHRTPH1536,2027-10-20,KHR,TPH,1536,2027-10-20 19:55,2027-10-20 23:04,2027-10-21 1:55,2027-10-21 4:04,0,3,1.460010022,,,,,,,,,,,,,,
8538,Y,21,CEF,KHL,AZ20271020CEFTPH3898,2027-10-20,CEF,TPH,3898,2027-10-20 20:56,2027-10-20 22:51,2027-10-21 1:56,2027-10-21 3:51,0,1,5.020245512,,AZ20271022CEFTPH15360,Either,CEF,TPH,2027-10-22,CEF,TPH,15360.0,2027-10-22 12:32,2027-10-22 14:27,2027-10-22 17:32,2027-10-22 19:27,
8539,Y,11,CEF,PSX,AZ20271020TPHPSX826,2027-10-20,TPH,PSX,826,2027-10-20 17:56,2027-10-20 18:59,2027-10-20 22:56,2027-10-21 0:59,0,1,1.816999972,209.0,,,,,,,,,,,,,
8540,Y,7,NWY,AUV,AZ20271020NWYTPH11552,2027-10-20,NWY,TPH,11552,2027-10-20 19:57,2027-10-20 23:38,2027-10-21 0:57,2027-10-21 4:38,0,1,6.715979079,,,,,,,,,,,,,,
8541,Y,10,EBG,ALN,AZ20271022EBGTPH6882,2027-10-22,EBG,TPH,6882,2027-10-22 15:06,2027-10-22 16:35,2027-10-22 19:06,2027-10-22 21:35,0,1,2.953279972,,AZ20271024EBGTPH6882,Either,EBG,TPH,2027-10-24,EBG,TPH,6882.0,2027-10-24 15:06,2027-10-24 16:35,2027-10-24 19:06,2027-10-24 21:35,
8542,Y,0,TPH,QHP,AZ20271020TPHQHP793,2027-10-20,TPH,QHP,793,2027-10-21 0:32,2027-10-21 3:40,2027-10-21 5:32,2027-10-21 8:40,0,2,0.280999988,,,,,,,,,,,,,,
8543,Y,20,BPJ,JDP,AZ20271021BPJTPH3818,2027-10-21,BPJ,TPH,3818,2027-10-21 17:26,2027-10-21 22:52,2027-10-21 20:26,2027-10-22 3:52,0,1,2.864562808,,,,,,,,,,,,,,
8544,Y,11,FNX,TZJ,AZ20271020TPHTZJ19911,2027-10-20,TPH,TZJ,19911,2027-10-20 21:45,2027-10-20 23:25,2027-10-21 2:45,2027-10-21 4:25,0,1,1.702380002,56.0,,,,,,,,,,,,,
8545,C,2,LIZ,KHL,AZ20271020TPHKHL2510,2027-10-20,TPH,KHL,2510,2027-10-20 21:26,2027-10-21 6:28,2027-10-21 2:26,2027-10-21 9:28,0,1,8.071018343,61.0,AZ20271022TPHKHL5917,Either,TPH,KHL,2027-10-22,TPH,KHL,5917.0,2027-10-22 18:08,2027-10-23 03:14,2027-10-22 23:08,2027-10-23 06:14,
8546,Y,0,AGQ,TPH,AZ20271020AGQTPH6260,2027-10-20,AGQ,TPH,6260,2027-10-20 23:27,2027-10-21 2:35,2027-10-21 4:27,2027-10-21 7:35,0,3,2.554595021,,,,,,,,,,,,,,
8547,Y,19,ERW,ZFM,AZ20271021ERWTPH18607,2027-10-21,ERW,TPH,18607,2027-10-21 20:43,2027-10-21 22:21,2027-10-22 0:43,2027-10-22 3:21,0,3,4.552551997,,AZ20271023ERWTPH11666,Either,ERW,TPH,2027-10-23,ERW,TPH,11666.0,2027-10-23 18:27,2027-10-23 20:04,2027-10-23 22:27,2027-10-24 01:04,
8548,Y,19,JDP,BPJ,AZ20271020JDPTPH8350,2027-10-20,JDP,TPH,8350,2027-10-20 22:40,2027-10-21 1:23,2027-10-21 4:40,2027-10-21 6:23,0,8,2.887927499,,,,,,,,,,,,,,
8548,Y,19,JDP,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,8,2.887927499,201.0,AZ20271022TPHBPJ2145,Either,TPH,BPJ,2027-10-22,TPH,BPJ,2145.0,2027-10-22 21:54,2027-10-23 07:13,2027-10-23 02:54,2027-10-23 10:13,
8549,Y,19,RHP,TPH,AZ20271021RHPTPH12951,2027-10-21,RHP,TPH,12951,2027-10-21 16:53,2027-10-21 20:21,2027-10-21 21:53,2027-10-22 1:21,0,2,4.185354913,,AZ20271022RHPTPH851,Either,RHP,TPH,2027-10-22,RHP,TPH,851.0,2027-10-22 23:12,2027-10-23 02:40,2027-10-23 04:12,2027-10-23 07:40,
8550,Y,19,TPH,EBG,AZ20271021TPHEBG4711,2027-10-21,TPH,EBG,4711,2027-10-22 0:50,2027-10-22 4:10,2027-10-22 5:50,2027-10-22 8:10,0,1,2.268999994,,AZ20271022TPHEBG5086,Either,TPH,EBG,2027-10-22,TPH,EBG,5086.0,2027-10-23 04:49,2027-10-23 08:09,2027-10-23 09:49,2027-10-23 12:09,
8551,Y,22,GIW,NWY,AZ20271020TPHNWY19873,2027-10-20,TPH,NWY,19873,2027-10-21 3:57,2027-10-21 7:34,2027-10-21 8:57,2027-10-21 12:34,0,2,7.313754345,70.0,,,,,,,,,,,,,
8552,Y,19,OYC,CEF,AZ20271020OYCTPH17708,2027-10-20,OYC,TPH,17708,2027-10-20 19:25,2027-10-20 20:44,2027-10-20 23:25,2027-10-21 1:44,0,1,1.200000003,,AZ20271021OYCTPH17708,Either,OYC,TPH,2027-10-21,OYC,TPH,17708.0,2027-10-21 19:25,2027-10-21 20:44,2027-10-21 23:25,2027-10-22 01:44,
8552,Y,19,OYC,CEF,AZ20271020TPHCEF1499,2027-10-20,TPH,CEF,1499,2027-10-21 0:48,2027-10-21 2:50,2027-10-21 5:48,2027-10-21 7:50,0,1,1.200000003,244.0,AZ20271022TPHCEF5474,Either,TPH,CEF,2027-10-22,TPH,CEF,5474.0,2027-10-22 21:48,2027-10-22 23:50,2027-10-23 02:48,2027-10-23 04:50,
8553,Y,19,ERW,TZJ,AZ20271020ERWTPH11666,2027-10-20,ERW,TPH,11666,2027-10-20 18:27,2027-10-20 20:04,2027-10-20 22:27,2027-10-21 1:04,0,1,3.261925002,,,,,,,,,,,,,,
8553,Y,19,ERW,TZJ,AZ20271020TPHTZJ19911,2027-10-20,TPH,TZJ,19911,2027-10-20 21:45,2027-10-20 23:25,2027-10-21 2:45,2027-10-21 4:25,0,1,3.261925002,101.0,,,,,,,,,,,,,
8554,Y,4,TPH,EYF,AZ20271020TPHEYF898,2027-10-20,TPH,EYF,898,2027-10-20 15:44,2027-10-20 17:05,2027-10-20 20:44,2027-10-20 22:05,0,1,3.562308099,,AZ20271021TPHEYF972,Either,TPH,EYF,2027-10-21,TPH,EYF,972.0,2027-10-21 13:23,2027-10-21 14:44,2027-10-21 18:23,2027-10-21 19:44,
8555,Y,11,NWY,TPH,AZ20271020NWYTPH11552,2027-10-20,NWY,TPH,11552,2027-10-20 19:57,2027-10-20 23:38,2027-10-21 0:57,2027-10-21 4:38,0,1,6.609453372,,AZ20271021NWYTPH3857,Either,NWY,TPH,2027-10-21,NWY,TPH,3857.0,2027-10-21 12:59,2027-10-21 16:40,2027-10-21 17:59,2027-10-21 21:40,
8556,Y,11,NAD,NWY,AZ20271021TPHNWY10061,2027-10-21,TPH,NWY,10061,2027-10-21 18:19,2027-10-21 21:56,2027-10-21 23:19,2027-10-22 2:56,0,4,2.36042751,95.0,,,,,,,,,,,,,
8557,Y,19,TPH,EYF,AZ20271020TPHEYF15612,2027-10-20,TPH,EYF,15612,2027-10-21 0:44,2027-10-21 2:05,2027-10-21 5:44,2027-10-21 7:05,0,2,0.245000005,,,,,,,,,,,,,,
8558,Y,12,TZJ,TPH,AZ20271021TZJTPH6737,2027-10-21,TZJ,TPH,6737,2027-10-21 21:23,2027-10-21 23:13,2027-10-22 2:23,2027-10-22 4:13,0,1,0.848950028,,,,,,,,,,,,,,
8559,Y,16,ZFM,JDP,AZ20271021TPHJDP4203,2027-10-21,TPH,JDP,4203,2027-10-21 14:12,2027-10-21 17:05,2027-10-21 19:12,2027-10-21 23:05,0,4,5.29918201,95.0,,,,,,,,,,,,,
8560,Y,12,TZJ,RZD,AZ20271020TZJTPH13898,2027-10-20,TZJ,TPH,13898,2027-10-20 17:40,2027-10-20 19:30,2027-10-20 22:40,2027-10-21 0:30,0,1,2.29155004,,,,,,,,,,,,,,
8561,Y,4,RBR,TPH,AZ20271021RBRTPH7756,2027-10-21,RBR,TPH,7756,2027-10-21 20:18,2027-10-21 22:58,2027-10-22 2:18,2027-10-22 3:58,0,3,0.230000004,,,,,,,,,,,,,,
8562,Y,11,VUY,OSW,AZ20271020TPHOSW17806,2027-10-20,TPH,OSW,17806,2027-10-21 4:02,2027-10-21 6:42,2027-10-21 9:02,2027-10-21 11:42,0,3,1.200000003,72.0,,,,,,,,,,,,,
8563,Y,11,TZJ,OSW,AZ20271020TPHOSW17806,2027-10-20,TPH,OSW,17806,2027-10-21 4:02,2027-10-21 6:42,2027-10-21 9:02,2027-10-21 11:42,0,1,3.525925008,111.0,AZ20271022TPHOSW5582,Either,TPH,OSW,2027-10-22,TPH,OSW,5582.0,2027-10-22 15:45,2027-10-22 18:25,2027-10-22 20:45,2027-10-22 23:25,
8564,Y,19,GIW,NWY,AZ20271022GIWTPH2504,2027-10-22,GIW,TPH,2504,2027-10-22 14:33,2027-10-22 19:41,2027-10-22 19:33,2027-10-23 0:41,0,1,2.511462836,,AZ20271023GIWTPH14598,Either,GIW,TPH,2027-10-23,GIW,TPH,14598.0,2027-10-23 07:30,2027-10-23 12:39,2027-10-23 12:30,2027-10-23 17:39,
8565,Y,14,CEF,JDP,AZ20271022CEFTPH9629,2027-10-22,CEF,TPH,9629,2027-10-22 9:24,2027-10-22 11:19,2027-10-22 14:24,2027-10-22 16:19,0,2,1.349000007,,AZ20271024CEFTPH9629,Either,CEF,TPH,2027-10-24,CEF,TPH,9629.0,2027-10-24 09:24,2027-10-24 11:19,2027-10-24 14:24,2027-10-24 16:19,
8566,Y,21,NAD,TPH,AZ20271020NADTPH13465,2027-10-20,NAD,TPH,13465,2027-10-20 20:59,2027-10-20 23:08,2027-10-21 1:59,2027-10-21 4:08,0,1,0.0845599994063377,,,,,,,,,,,,,,
8567,Y,12,IPF,RBR,AZ20271021TPHRBR5443,2027-10-21,TPH,RBR,5443,2027-10-21 18:33,2027-10-21 19:23,2027-10-21 23:33,2027-10-22 1:23,0,1,5.212757146,114.0,AZ20271023TPHRBR5443,Either,TPH,RBR,2027-10-23,TPH,RBR,5443.0,2027-10-23 18:33,2027-10-23 19:23,2027-10-23 23:33,2027-10-24 01:23,
8568,Y,22,TPH,QHP,AZ20271021TPHQHP16158,2027-10-21,TPH,QHP,16158,2027-10-22 3:38,2027-10-22 6:46,2027-10-22 8:38,2027-10-22 11:46,0,1,0.386929989,,,,,,,,,,,,,,
8569,Y,19,AGQ,ZFM,AZ20271020AGQTPH6260,2027-10-20,AGQ,TPH,6260,2027-10-20 23:27,2027-10-21 2:35,2027-10-21 4:27,2027-10-21 7:35,0,1,4.641604786,,AZ20271022AGQTPH6260,Either,AGQ,TPH,2027-10-22,AGQ,TPH,6260.0,2027-10-22 23:27,2027-10-23 02:35,2027-10-23 04:27,2027-10-23 07:35,
8570,Y,11,GCH,ALN,AZ20271021GCHTPH9724,2027-10-21,GCH,TPH,9724,2027-10-21 9:58,2027-10-21 12:22,2027-10-21 13:58,2027-10-21 17:22,0,2,4.169849986,,AZ20271022GCHTPH9724,Either,GCH,TPH,2027-10-22,GCH,TPH,9724.0,2027-10-22 09:58,2027-10-22 12:22,2027-10-22 13:58,2027-10-22 17:22,
8570,Y,11,GCH,ALN,AZ20271021GCHTPH9724,2027-10-21,GCH,TPH,9724,2027-10-21 9:58,2027-10-21 12:22,2027-10-21 13:58,2027-10-21 17:22,0,2,4.169849986,,AZ20271023GCHTPH9724,Either,GCH,TPH,2027-10-23,GCH,TPH,9724.0,2027-10-23 09:58,2027-10-23 12:22,2027-10-23 13:58,2027-10-23 17:22,
8571,Y,11,JDP,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,3,1.560000002,191.0,AZ20271021TPHBPJ9170,Either,TPH,BPJ,2027-10-21,TPH,BPJ,9170.0,2027-10-21 18:55,2027-10-22 04:14,2027-10-21 23:55,2027-10-22 07:14,
8572,Y,0,QHP,TPH,AZ20271021QHPTPH16478,2027-10-21,QHP,TPH,16478,2027-10-21 19:48,2027-10-21 22:57,2027-10-22 0:48,2027-10-22 3:57,0,1,2.381000012,,AZ20271023QHPTPH11312,Either,QHP,TPH,2027-10-23,QHP,TPH,11312.0,2027-10-23 17:40,2027-10-23 20:49,2027-10-23 22:40,2027-10-24 01:49,
8573,Y,4,TZJ,TPH,AZ20271022TZJTPH10249,2027-10-22,TZJ,TPH,10249,2027-10-22 15:05,2027-10-22 16:55,2027-10-22 20:05,2027-10-22 21:55,0,2,7.149967812,,,,,,,,,,,,,,
8574,Y,14,RZD,QHP,AZ20271021RZDTPH1265,2027-10-21,RZD,TPH,1265,2027-10-21 12:49,2027-10-21 16:54,2027-10-21 15:49,2027-10-21 21:54,0,2,1.774999976,,,,,,,,,,,,,,
8574,Y,14,RZD,QHP,AZ20271021TPHQHP16158,2027-10-21,TPH,QHP,16158,2027-10-22 3:38,2027-10-22 6:46,2027-10-22 8:38,2027-10-22 11:46,0,2,1.774999976,644.0,,,,,,,,,,,,,
8575,Y,10,BPJ,OSW,AZ20271020TPHOSW17806,2027-10-20,TPH,OSW,17806,2027-10-21 4:02,2027-10-21 6:42,2027-10-21 9:02,2027-10-21 11:42,0,2,2.946462868,310.0,,,,,,,,,,,,,
8576,C,25,TPH,NWY,AZ20271020TPHNWY16107,2027-10-20,TPH,NWY,16107,2027-10-20 15:24,2027-10-20 19:01,2027-10-20 20:24,2027-10-21 0:01,0,1,6.82540224,,AZ20271020TPHNWY7746,Either,TPH,NWY,2027-10-20,TPH,NWY,7746.0,2027-10-21 03:55,2027-10-21 07:32,2027-10-21 08:55,2027-10-21 12:32,
8577,Y,11,GCH,RBR,AZ20271021GCHTPH9724,2027-10-21,GCH,TPH,9724,2027-10-21 9:58,2027-10-21 12:22,2027-10-21 13:58,2027-10-21 17:22,0,1,1.737999976,,AZ20271022GCHTPH9724,Either,GCH,TPH,2027-10-22,GCH,TPH,9724.0,2027-10-22 09:58,2027-10-22 12:22,2027-10-22 13:58,2027-10-22 17:22,
8577,Y,11,GCH,RBR,AZ20271021GCHTPH9724,2027-10-21,GCH,TPH,9724,2027-10-21 9:58,2027-10-21 12:22,2027-10-21 13:58,2027-10-21 17:22,0,1,1.737999976,,AZ20271023GCHTPH9724,Either,GCH,TPH,2027-10-23,GCH,TPH,9724.0,2027-10-23 09:58,2027-10-23 12:22,2027-10-23 13:58,2027-10-23 17:22,
8578,Y,11,RIU,OSW,AZ20271021TPHOSW2173,2027-10-21,TPH,OSW,2173,2027-10-21 13:48,2027-10-21 16:28,2027-10-21 18:48,2027-10-21 21:28,0,1,1.449999988,65.0,AZ20271021TPHOSW3559,Either,TPH,OSW,2027-10-21,TPH,OSW,3559.0,2027-10-22 01:02,2027-10-22 03:42,2027-10-22 06:02,2027-10-22 08:42,
