RECLOC,ORIG_CD,DEST_CD,DEP_KEY,FLT_NUM,DEP_DTMZ,ARR_DTMZ,PAX_CNT,NEW_DEPKEY,NEW_DEP_DTMZ,NEW_ARR_DTMZ,DELAY
370,QHP,TPH,AZ20271020QHPTPH16478,16478,2027-10-21 00:48:00,2027-10-21 03:57:00,1,AZ20271022QHPTPH10318,2027-10-23 03:30:00,2027-10-23 06:39:00,2 days 02:42:00
3713,QRD,TPH,AZ20271020QRDTPH8166,8166,2027-10-21 03:53:00,2027-10-21 07:15:00,2,AZ20271021QRDTPH8166,2027-10-22 03:53:00,2027-10-22 07:15:00,1 days 00:00:00
3714,TPH,VUY,AZ20271021TPHVUY17637,17637,2027-10-21 20:33:00,2027-10-21 21:59:00,1,AZ20271023TPHVUY10006,2027-10-24 06:09:00,2027-10-24 07:35:00,2 days 09:36:00
3716,TPH,ALN,AZ20271021TPHALN3819,3819,2027-10-22 06:16:00,2027-10-22 10:13:00,1,AZ20271024TPHALN3819,2027-10-25 06:16:00,2027-10-25 10:13:00,3 days 00:00:00
3717,TPH,TZJ,AZ20271021TPHTZJ14583,14583,2027-10-21 22:58:00,2027-10-22 00:38:00,2,AZ20271024TPHTZJ19978,2027-10-24 19:09:00,2027-10-24 20:49:00,2 days 20:11:00
3719,TPH,VUY,AZ20271020TPHVUY14711,14711,2027-10-21 02:44:00,2027-10-21 04:10:00,1,AZ20271023TPHVUY17637,2027-10-23 20:33:00,2027-10-23 21:59:00,2 days 17:49:00
3721,TPH,QXG,AZ20271021TPHQXG5430,5430,2027-10-22 08:40:00,2027-10-22 11:08:00,2,AZ20271024TPHQXG14385,2027-10-24 18:40:00,2027-10-24 21:08:00,2 days 10:00:00
3723,TPH,PSX,AZ20271020TPHPSX826,826,2027-10-20 22:56:00,2027-10-21 00:59:00,1,AZ20271022TPHPSX6156,2027-10-23 09:46:00,2027-10-23 11:49:00,2 days 10:50:00
3726,TPH,VUY,AZ20271021TPHVUY17637,17637,2027-10-21 20:33:00,2027-10-21 21:59:00,1,AZ20271022TPHVUY19976,2027-10-22 18:36:00,2027-10-22 20:02:00,0 days 22:03:00
3727,NWY,TPH,AZ20271021NWYTPH13488,13488,2027-10-22 03:56:00,2027-10-22 07:37:00,1,AZ20271024NWYTPH11552,2027-10-25 00:57:00,2027-10-25 04:38:00,2 days 21:01:00
3728,ALN,TPH,AZ20271020ALNTPH13462,13462,2027-10-21 01:21:00,2027-10-21 05:01:00,1,AZ20271021ALNTPH13462,2027-10-22 01:21:00,2027-10-22 05:01:00,1 days 00:00:00
372,TPH,OSW,AZ20271020TPHOSW17806,17806,2027-10-21 09:02:00,2027-10-21 11:42:00,1,AZ20271022TPHOSW3559,2027-10-23 06:02:00,2027-10-23 08:42:00,1 days 21:00:00
3730,TPH,JDP,AZ20271020TPHJDP6699,6699,2027-10-20 23:27:00,2027-10-21 03:20:00,1,AZ20271021TPHJDP6704,2027-10-22 05:53:00,2027-10-22 08:43:00,1 days 05:23:00
3731,TPH,BPJ,AZ20271020TPHBPJ14232,14232,2027-10-21 09:44:00,2027-10-21 17:03:00,1,AZ20271023TPHBPJ2145,2027-10-24 02:54:00,2027-10-24 10:13:00,2 days 17:10:00
3733,TPH,BPJ,AZ20271020TPHBPJ14232,14232,2027-10-21 09:44:00,2027-10-21 17:03:00,1,AZ20271021TPHBPJ14232,2027-10-22 09:44:00,2027-10-22 17:03:00,1 days 00:00:00
3733,JDP,TPH,AZ20271020JDPTPH8350,8350,2027-10-21 04:40:00,2027-10-21 06:23:00,1,AZ20271021JDPTPH1125,2027-10-22 03:50:00,2027-10-22 06:33:00,1 days 00:10:00
3738,KHR,TPH,AZ20271020KHRTPH1536,1536,2027-10-21 01:55:00,2027-10-21 04:04:00,1,AZ20271023KHRTPH1536,2027-10-24 01:55:00,2027-10-24 04:04:00,3 days 00:00:00
3739,TPH,CEF,AZ20271020TPHCEF8181,8181,2027-10-20 20:46:00,2027-10-20 22:48:00,1,AZ20271020TPHCEF5474,2027-10-21 02:48:00,2027-10-21 04:50:00,0 days 06:02:00
373,VUY,TPH,AZ20271020VUYTPH2927,2927,2027-10-21 05:08:00,2027-10-21 06:32:00,1,AZ20271021VUYTPH4376,2027-10-22 06:26:00,2027-10-22 07:50:00,1 days 01:18:00
3742,TPH,VUY,AZ20271020TPHVUY13778,13778,2027-10-21 05:48:00,2027-10-21 07:14:00,2,AZ20271023TPHVUY2154,2027-10-23 18:44:00,2027-10-23 20:10:00,2 days 12:56:00
3743,TPH,EID,AZ20271021TPHEID19483,19483,2027-10-21 20:38:00,2027-10-21 22:19:00,2,AZ20271022TPHEID12343,2027-10-23 08:59:00,2027-10-23 10:40:00,1 days 12:21:00
3744,TPH,SIQ,AZ20271020TPHSIQ10809,10809,2027-10-21 05:59:00,2027-10-21 08:47:00,3,AZ20271022TPHSIQ10809,2027-10-23 05:59:00,2027-10-23 08:47:00,2 days 00:00:00
3745,TPH,BPJ,AZ20271020TPHBPJ14232,14232,2027-10-21 09:44:00,2027-10-21 17:03:00,2,AZ20271021TPHBPJ9170,2027-10-21 23:55:00,2027-10-22 07:14:00,0 days 14:11:00
3746,TZJ,TPH,AZ20271021TZJTPH6737,6737,2027-10-22 02:23:00,2027-10-22 04:13:00,1,AZ20271023TZJTPH2996,2027-10-23 15:54:00,2027-10-23 17:44:00,1 days 13:31:00
3748,AGQ,TPH,AZ20271020AGQTPH6260,6260,2027-10-21 04:27:00,2027-10-21 07:35:00,4,AZ20271023AGQTPH6260,2027-10-24 04:27:00,2027-10-24 07:35:00,3 days 00:00:00
3749,QHP,TPH,AZ20271020QHPTPH16478,16478,2027-10-21 00:48:00,2027-10-21 03:57:00,1,AZ20271023QHPTPH2890,2027-10-23 18:44:00,2027-10-23 21:53:00,2 days 17:56:00
374,TPH,VUY,AZ20271020TPHVUY13778,13778,2027-10-21 05:48:00,2027-10-21 07:14:00,1,AZ20271021TPHVUY10006,2027-10-22 06:09:00,2027-10-22 07:35:00,1 days 00:21:00
3750,ALN,TPH,AZ20271022ALNTPH7450,7450,2027-10-22 22:03:00,2027-10-23 01:43:00,1,AZ20271022ALNTPH10674,2027-10-23 03:43:00,2027-10-23 07:23:00,0 days 05:40:00
3754,TPH,OSW,AZ20271021TPHOSW2173,2173,2027-10-21 18:48:00,2027-10-21 21:28:00,1,AZ20271023TPHOSW17806,2027-10-24 09:02:00,2027-10-24 11:42:00,2 days 14:14:00
3756,TPH,QXG,AZ20271020TPHQXG9080,9080,2027-10-21 05:47:00,2027-10-21 08:15:00,1,AZ20271023TPHQXG7185,2027-10-23 20:43:00,2027-10-23 23:11:00,2 days 14:56:00
3758,KHL,TPH,AZ20271021KHLTPH9926,9926,2027-10-21 10:55:00,2027-10-21 17:46:00,3,AZ20271024KHLTPH14976,2027-10-24 11:06:00,2027-10-24 17:57:00,3 days 00:11:00
3759,TPH,ERW,AZ20271020TPHERW7675,7675,2027-10-20 18:47:00,2027-10-20 21:16:00,1,AZ20271021TPHERW5969,2027-10-22 05:37:00,2027-10-22 08:06:00,1 days 10:50:00
3760,TPH,CHC,AZ20271020TPHCHC18415,18415,2027-10-21 09:40:00,2027-10-21 16:40:00,1,AZ20271023TPHCHC5640,2027-10-24 02:59:00,2027-10-24 09:59:00,2 days 17:19:00
3761,HIP,TPH,AZ20271022HIPTPH12956,12956,2027-10-22 16:21:00,2027-10-22 17:48:00,2,AZ20271025HIPTPH12956,2027-10-25 16:21:00,2027-10-25 17:48:00,3 days 00:00:00
3764,TPH,TZJ,AZ20271020TPHTZJ19911,19911,2027-10-21 02:45:00,2027-10-21 04:25:00,1,AZ20271023TPHTZJ17820,2027-10-24 02:46:00,2027-10-24 04:26:00,3 days 00:01:00
3765,TPH,BJQ,AZ20271020TPHBJQ13215,13215,2027-10-21 09:47:00,2027-10-21 14:48:00,1,AZ20271021TPHBJQ2133,2027-10-22 03:20:00,2027-10-22 08:28:00,0 days 17:40:00
3766,TPH,GCH,AZ20271020TPHGCH2827,2827,2027-10-21 09:37:00,2027-10-21 12:35:00,1,AZ20271021TPHGCH2827,2027-10-22 09:37:00,2027-10-22 12:35:00,1 days 00:00:00
3773,LIZ,TPH,AZ20271020LIZTPH3474,3474,2027-10-21 01:06:00,2027-10-21 03:53:00,1,AZ20271021LIZTPH3474,2027-10-22 01:06:00,2027-10-22 03:53:00,1 days 00:00:00
3773,TPH,GCH,AZ20271020TPHGCH2827,2827,2027-10-21 09:37:00,2027-10-21 12:35:00,1,AZ20271022TPHGCH2827,2027-10-23 09:37:00,2027-10-23 12:35:00,2 days 00:00:00
3774,TPH,CEF,AZ20271020TPHCEF8181,8181,2027-10-20 20:46:00,2027-10-20 22:48:00,1,AZ20271022TPHCEF5687,2027-10-23 09:43:00,2027-10-23 11:45:00,2 days 12:57:00
3779,TPH,CEF,AZ20271020TPHCEF1499,1499,2027-10-21 05:48:00,2027-10-21 07:50:00,2,AZ20271023TPHCEF8181,2027-10-23 20:46:00,2027-10-23 22:48:00,2 days 14:58:00
3780,OSW,TPH,AZ20271022OSWTPH11969,11969,2027-10-22 16:30:00,2027-10-22 19:14:00,2,AZ20271023OSWTPH1049,2027-10-24 00:43:00,2027-10-24 03:27:00,1 days 08:13:00
3781,TPH,EID,AZ20271021TPHEID19483,19483,2027-10-21 20:38:00,2027-10-21 22:19:00,1,AZ20271024TPHEID19483,2027-10-24 20:38:00,2027-10-24 22:19:00,3 days 00:00:00
3782,TPH,BJQ,AZ20271020TPHBJQ13215,13215,2027-10-21 09:47:00,2027-10-21 14:48:00,1,AZ20271023TPHBJQ2133,2027-10-24 03:20:00,2027-10-24 08:28:00,2 days 17:40:00
3784,TPH,SIQ,AZ20271020TPHSIQ10809,10809,2027-10-21 05:59:00,2027-10-21 08:47:00,1,AZ20271022TPHSIQ10809,2027-10-23 05:59:00,2027-10-23 08:47:00,2 days 00:00:00
3784,VUY,TPH,AZ20271020VUYTPH16041,16041,2027-10-21 02:25:00,2027-10-21 03:49:00,1,AZ20271022VUYTPH8894,2027-10-23 00:08:00,2027-10-23 01:32:00,1 days 21:43:00
3786,VUY,TPH,AZ20271020VUYTPH2927,2927,2027-10-21 05:08:00,2027-10-21 06:32:00,1,AZ20271022VUYTPH4376,2027-10-23 06:26:00,2027-10-23 07:50:00,2 days 01:18:00
3789,TPH,OSW,AZ20271020TPHOSW17806,17806,2027-10-21 09:02:00,2027-10-21 11:42:00,1,AZ20271022TPHOSW3559,2027-10-23 06:02:00,2027-10-23 08:42:00,1 days 21:00:00
3789,KHR,TPH,AZ20271020KHRTPH1536,1536,2027-10-21 01:55:00,2027-10-21 04:04:00,1,AZ20271022KHRTPH1536,2027-10-23 01:55:00,2027-10-23 04:04:00,2 days 00:00:00
3795,HHO,TPH,AZ20271022HHOTPH19626,19626,2027-10-22 19:27:00,2027-10-23 01:01:00,1,AZ20271023HHOTPH11262,2027-10-23 12:31:00,2027-10-23 17:59:00,0 days 16:58:00
3796,PGM,TPH,AZ20271022PGMTPH18891,18891,2027-10-22 17:10:00,2027-10-22 19:17:00,2,AZ20271023PGMTPH2952,2027-10-24 02:02:00,2027-10-24 04:09:00,1 days 08:52:00
3798,TPH,ALN,AZ20271021TPHALN3819,3819,2027-10-22 06:16:00,2027-10-22 10:13:00,3,AZ20271024TPHALN3819,2027-10-25 06:16:00,2027-10-25 10:13:00,3 days 00:00:00
379,TPH,IJA,AZ20271021TPHIJA11985,11985,2027-10-22 08:41:00,2027-10-22 09:55:00,4,AZ20271022TPHIJA2812,2027-10-22 18:41:00,2027-10-22 19:55:00,0 days 10:00:00
3802,TPH,RZD,AZ20271020TPHRZD8719,8719,2027-10-21 08:38:00,2027-10-21 14:49:00,3,AZ20271022TPHRZD8719,2027-10-23 08:38:00,2027-10-23 14:49:00,2 days 00:00:00
3803,TPH,FHY,AZ20271020TPHFHY5119,5119,2027-10-20 20:34:00,2027-10-20 22:30:00,1,AZ20271020TPHFHY13713,2027-10-20 23:00:00,2027-10-21 00:56:00,0 days 02:26:00
3806,TPH,VUY,AZ20271020TPHVUY109,109,2027-10-20 23:21:00,2027-10-21 00:47:00,1,AZ20271022TPHVUY11871,2027-10-23 08:35:00,2027-10-23 10:01:00,2 days 09:14:00
3807,TPH,RBR,AZ20271021TPHRBR5443,5443,2027-10-21 23:33:00,2027-10-22 01:23:00,1,AZ20271022TPHRBR5443,2027-10-22 23:33:00,2027-10-23 01:23:00,1 days 00:00:00
3808,QRD,TPH,AZ20271020QRDTPH8166,8166,2027-10-21 03:53:00,2027-10-21 07:15:00,1,AZ20271023QRDTPH8166,2027-10-24 03:53:00,2027-10-24 07:15:00,3 days 00:00:00
380,TPH,RBR,AZ20271021TPHRBR5443,5443,2027-10-21 23:33:00,2027-10-22 01:23:00,1,AZ20271023TPHRBR14039,2027-10-24 08:53:00,2027-10-24 10:43:00,2 days 09:20:00
3810,TPH,TZJ,AZ20271020TPHTZJ19911,19911,2027-10-21 02:45:00,2027-10-21 04:25:00,1,AZ20271023TPHTZJ14583,2027-10-23 22:58:00,2027-10-24 00:38:00,2 days 20:13:00
3814,TPH,TZJ,AZ20271021TPHTZJ14583,14583,2027-10-21 22:58:00,2027-10-22 00:38:00,1,AZ20271023TPHTZJ10685,2027-10-24 09:39:00,2027-10-24 11:19:00,2 days 10:41:00
3815,TPH,NAD,AZ20271021TPHNAD10818,10818,2027-10-22 08:37:00,2027-10-22 10:54:00,2,AZ20271022TPHNAD18287,2027-10-22 22:47:00,2027-10-23 01:04:00,0 days 14:10:00
3817,TPH,RHP,AZ20271020TPHRHP16724,16724,2027-10-21 05:42:00,2027-10-21 09:12:00,1,AZ20271023TPHRHP16724,2027-10-24 05:42:00,2027-10-24 09:12:00,3 days 00:00:00
3820,GIW,TPH,AZ20271022GIWTPH2504,2504,2027-10-22 19:33:00,2027-10-23 00:41:00,1,AZ20271023GIWTPH2504,2027-10-23 19:33:00,2027-10-24 00:41:00,1 days 00:00:00
3821,JDP,TPH,AZ20271022JDPTPH15178,15178,2027-10-22 17:39:00,2027-10-22 19:20:00,1,AZ20271022JDPTPH16414,2027-10-22 19:10:00,2027-10-22 21:51:00,0 days 02:31:00
3825,TPH,ZFM,AZ20271021TPHZFM15916,15916,2027-10-21 22:57:00,2027-10-22 05:32:00,1,AZ20271021TPHZFM10362,2027-10-22 02:34:00,2027-10-22 09:09:00,0 days 03:37:00
3829,TPH,IJA,AZ20271020TPHIJA13612,13612,2027-10-20 23:16:00,2027-10-21 00:30:00,1,AZ20271020TPHIJA11985,2027-10-21 08:41:00,2027-10-21 09:55:00,0 days 09:25:00
382,TPH,TZJ,AZ20271021TPHTZJ10148,10148,2027-10-22 08:43:00,2027-10-22 10:23:00,4,AZ20271024TPHTZJ13368,2027-10-25 05:34:00,2027-10-25 07:14:00,2 days 20:51:00
3835,TPH,PTP,AZ20271021TPHPTP10725,10725,2027-10-22 02:55:00,2027-10-22 09:36:00,1,AZ20271023TPHPTP10725,2027-10-24 02:55:00,2027-10-24 09:36:00,2 days 00:00:00
3839,PJY,TPH,AZ20271020PJYTPH2165,2165,2027-10-21 02:13:00,2027-10-21 04:40:00,1,AZ20271023PJYTPH2165,2027-10-24 02:13:00,2027-10-24 04:40:00,3 days 00:00:00
383,NWY,TPH,AZ20271021NWYTPH13488,13488,2027-10-22 03:56:00,2027-10-22 07:37:00,1,AZ20271023NWYTPH3857,2027-10-23 17:59:00,2027-10-23 21:40:00,1 days 14:03:00
383,TPH,QHP,AZ20271021TPHQHP16158,16158,2027-10-22 08:38:00,2027-10-22 11:46:00,1,AZ20271024TPHQHP15215,2027-10-24 18:50:00,2027-10-24 21:58:00,2 days 10:12:00
3840,TPH,ERW,AZ20271021TPHERW6703,6703,2027-10-22 08:47:00,2027-10-22 11:16:00,1,AZ20271023TPHERW7675,2027-10-23 18:47:00,2027-10-23 21:16:00,1 days 10:00:00
3843,TPH,ALN,AZ20271021TPHALN3819,3819,2027-10-22 06:16:00,2027-10-22 10:13:00,6,AZ20271023TPHALN6524,2027-10-24 08:40:00,2027-10-24 12:37:00,2 days 02:24:00
3846,QHP,TPH,AZ20271022QHPTPH11312,11312,2027-10-22 22:40:00,2027-10-23 01:49:00,1,AZ20271023QHPTPH5747,2027-10-23 16:17:00,2027-10-23 19:26:00,0 days 17:37:00
3848,RBR,TPH,AZ20271021RBRTPH7756,7756,2027-10-22 02:18:00,2027-10-22 03:58:00,1,AZ20271023RBRTPH14413,2027-10-23 15:55:00,2027-10-23 17:35:00,1 days 13:37:00
384,OSW,TPH,AZ20271022OSWTPH11969,11969,2027-10-22 16:30:00,2027-10-22 19:14:00,2,AZ20271023OSWTPH19197,2027-10-23 22:41:00,2027-10-24 01:25:00,1 days 06:11:00
3851,TPH,QXG,AZ20271020TPHQXG9080,9080,2027-10-21 05:47:00,2027-10-21 08:15:00,1,AZ20271022TPHQXG9080,2027-10-23 05:47:00,2027-10-23 08:15:00,2 days 00:00:00
3854,TPH,BJQ,AZ20271020TPHBJQ13215,13215,2027-10-21 09:47:00,2027-10-21 14:48:00,1,AZ20271023TPHBJQ2133,2027-10-24 03:20:00,2027-10-24 08:28:00,2 days 17:40:00
3856,TZJ,TPH,AZ20271020TZJTPH14894,14894,2027-10-20 23:33:00,2027-10-21 01:23:00,1,AZ20271022TZJTPH16021,2027-10-22 17:32:00,2027-10-22 19:22:00,1 days 17:59:00
3858,CEF,TPH,AZ20271021CEFTPH15360,15360,2027-10-21 17:32:00,2027-10-21 19:27:00,1,AZ20271023CEFTPH115,2027-10-24 05:49:00,2027-10-24 07:44:00,2 days 12:17:00
3859,TPH,PGM,AZ20271021TPHPGM8800,8800,2027-10-22 09:41:00,2027-10-22 11:50:00,1,AZ20271024TPHPGM8800,2027-10-25 09:41:00,2027-10-25 11:50:00,3 days 00:00:00
3860,TPH,QXG,AZ20271021TPHQXG5430,5430,2027-10-22 08:40:00,2027-10-22 11:08:00,1,AZ20271023TPHQXG7185,2027-10-23 20:43:00,2027-10-23 23:11:00,1 days 12:03:00
3863,ALN,TPH,AZ20271022ALNTPH7450,7450,2027-10-22 22:03:00,2027-10-23 01:43:00,1,AZ20271023ALNTPH13462,2027-10-24 01:21:00,2027-10-24 05:01:00,1 days 03:18:00
3864,TPH,FHY,AZ20271020TPHFHY5119,5119,2027-10-20 20:34:00,2027-10-20 22:30:00,1,AZ20271020TPHFHY13713,2027-10-20 23:00:00,2027-10-21 00:56:00,0 days 02:26:00
3865,KHR,TPH,AZ20271020KHRTPH1536,1536,2027-10-21 01:55:00,2027-10-21 04:04:00,2,AZ20271021KHRTPH1536,2027-10-22 01:55:00,2027-10-22 04:04:00,1 days 00:00:00
3866,TPH,VUY,AZ20271020TPHVUY14711,14711,2027-10-21 02:44:00,2027-10-21 04:10:00,1,AZ20271023TPHVUY17637,2027-10-23 20:33:00,2027-10-23 21:59:00,2 days 17:49:00
3868,TPH,OSW,AZ20271021TPHOSW2173,2173,2027-10-21 18:48:00,2027-10-21 21:28:00,1,AZ20271022TPHOSW17806,2027-10-23 09:02:00,2027-10-23 11:42:00,1 days 14:14:00
3869,TPH,CEF,AZ20271021TPHCEF8181,8181,2027-10-21 20:46:00,2027-10-21 22:48:00,1,AZ20271021TPHCEF1499,2027-10-22 05:48:00,2027-10-22 07:50:00,0 days 09:02:00
386,QXG,TPH,AZ20271021QXGTPH15389,15389,2027-10-21 17:03:00,2027-10-21 19:28:00,1,AZ20271023QXGTPH5591,2027-10-24 05:18:00,2027-10-24 07:43:00,2 days 12:15:00
3871,TPH,JDP,AZ20271021TPHJDP11398,11398,2027-10-22 08:41:00,2027-10-22 12:31:00,2,AZ20271022TPHJDP6704,2027-10-23 05:53:00,2027-10-23 08:43:00,0 days 20:12:00
3873,TPH,KHR,AZ20271020TPHKHR19705,19705,2027-10-20 22:40:00,2027-10-21 00:55:00,1,AZ20271023TPHKHR19705,2027-10-23 22:40:00,2027-10-24 00:55:00,3 days 00:00:00
3876,TPH,CEF,AZ20271020TPHCEF8181,8181,2027-10-20 20:46:00,2027-10-20 22:48:00,1,AZ20271023TPHCEF8181,2027-10-23 20:46:00,2027-10-23 22:48:00,3 days 00:00:00
3878,TPH,NWY,AZ20271021TPHNWY7746,7746,2027-10-22 08:55:00,2027-10-22 12:32:00,1,AZ20271022TPHNWY7746,2027-10-23 08:55:00,2027-10-23 12:32:00,1 days 00:00:00
3879,TPH,NWY,AZ20271021TPHNWY7746,7746,2027-10-22 08:55:00,2027-10-22 12:32:00,1,AZ20271022TPHNWY19873,2027-10-23 08:57:00,2027-10-23 12:34:00,1 days 00:02:00
387,RHP,TPH,AZ20271021RHPTPH851,851,2027-10-22 04:12:00,2027-10-22 07:40:00,5,AZ20271023RHPTPH851,2027-10-24 04:12:00,2027-10-24 07:40:00,2 days 00:00:00
3883,TPH,IJA,AZ20271021TPHIJA11985,11985,2027-10-22 08:41:00,2027-10-22 09:55:00,2,AZ20271023TPHIJA12102,2027-10-23 20:30:00,2027-10-23 21:44:00,1 days 11:49:00
3888,TPH,CEF,AZ20271021TPHCEF5687,5687,2027-10-22 09:43:00,2027-10-22 11:45:00,2,AZ20271022TPHCEF5474,2027-10-23 02:48:00,2027-10-23 04:50:00,0 days 17:05:00
3888,LIZ,TPH,AZ20271021LIZTPH14435,14435,2027-10-22 03:55:00,2027-10-22 06:42:00,2,AZ20271022LIZTPH376,2027-10-22 22:19:00,2027-10-23 01:06:00,0 days 18:24:00
3889,PGM,TPH,AZ20271022PGMTPH18891,18891,2027-10-22 17:10:00,2027-10-22 19:17:00,1,AZ20271022PGMTPH2952,2027-10-23 02:02:00,2027-10-23 04:09:00,0 days 08:52:00
3891,QXG,TPH,AZ20271022QXGTPH2732,2732,2027-10-22 19:31:00,2027-10-22 21:56:00,1,AZ20271022QXGTPH5591,2027-10-23 05:18:00,2027-10-23 07:43:00,0 days 09:47:00
3896,TPH,RHP,AZ20271021TPHRHP12465,12465,2027-10-21 23:25:00,2027-10-22 02:55:00,2,AZ20271024TPHRHP12465,2027-10-24 23:25:00,2027-10-25 02:55:00,3 days 00:00:00
3898,TPH,FHY,AZ20271020TPHFHY5119,5119,2027-10-20 20:34:00,2027-10-20 22:30:00,2,AZ20271022TPHFHY5119,2027-10-22 20:34:00,2027-10-22 22:30:00,2 days 00:00:00
3899,TPH,ZFM,AZ20271021TPHZFM15916,15916,2027-10-21 22:57:00,2027-10-22 05:32:00,1,AZ20271022TPHZFM3101,2027-10-23 02:55:00,2027-10-23 09:30:00,1 days 03:58:00
389,EYF,TPH,AZ20271021EYFTPH19533,19533,2027-10-21 17:53:00,2027-10-21 19:21:00,2,AZ20271022EYFTPH14730,2027-10-22 20:53:00,2027-10-22 22:21:00,1 days 03:00:00
3900,TPH,NWY,AZ20271021TPHNWY10061,10061,2027-10-21 23:19:00,2027-10-22 02:56:00,2,AZ20271021TPHNWY4086,2027-10-22 02:35:00,2027-10-22 06:17:00,0 days 03:21:00
3901,EYF,TPH,AZ20271021EYFTPH10851,10851,2027-10-22 02:17:00,2027-10-22 03:45:00,1,AZ20271023EYFTPH8027,2027-10-23 20:41:00,2027-10-23 22:09:00,1 days 18:24:00
3906,TPH,GCH,AZ20271020TPHGCH2827,2827,2027-10-21 09:37:00,2027-10-21 12:35:00,1,AZ20271022TPHGCH2827,2027-10-23 09:37:00,2027-10-23 12:35:00,2 days 00:00:00
390,TPH,TZJ,AZ20271020TPHTZJ19911,19911,2027-10-21 02:45:00,2027-10-21 04:25:00,1,AZ20271023TPHTZJ14583,2027-10-23 22:58:00,2027-10-24 00:38:00,2 days 20:13:00
3912,CEF,TPH,AZ20271020CEFTPH3898,3898,2027-10-21 01:56:00,2027-10-21 03:51:00,1,AZ20271022CEFTPH3898,2027-10-23 01:56:00,2027-10-23 03:51:00,2 days 00:00:00
3916,TPH,QXG,AZ20271021TPHQXG5430,5430,2027-10-22 08:40:00,2027-10-22 11:08:00,2,AZ20271022TPHQXG7185,2027-10-22 20:43:00,2027-10-22 23:11:00,0 days 12:03:00
3919,OLT,TPH,AZ20271022OLTTPH9791,9791,2027-10-22 15:21:00,2027-10-22 21:45:00,2,AZ20271022OLTTPH10853,2027-10-23 11:19:00,2027-10-23 17:43:00,0 days 19:58:00
3921,FHY,TPH,AZ20271020FHYTPH19214,19214,2027-10-20 23:31:00,2027-10-21 01:41:00,2,AZ20271020FHYTPH10835,2027-10-21 01:56:00,2027-10-21 04:06:00,0 days 02:25:00
3923,TPH,RHP,AZ20271020TPHRHP16724,16724,2027-10-21 05:42:00,2027-10-21 09:12:00,1,AZ20271023TPHRHP16724,2027-10-24 05:42:00,2027-10-24 09:12:00,3 days 00:00:00
3924,TPH,NWY,AZ20271021TPHNWY10061,10061,2027-10-21 23:19:00,2027-10-22 02:56:00,1,AZ20271023TPHNWY7746,2027-10-24 08:55:00,2027-10-24 12:32:00,2 days 09:36:00
3925,TPH,HHO,AZ20271021TPHHHO8010,8010,2027-10-22 08:51:00,2027-10-22 14:04:00,1,AZ20271024TPHHHO8010,2027-10-25 08:51:00,2027-10-25 14:04:00,3 days 00:00:00
3928,TPH,GIW,AZ20271021TPHGIW15865,15865,2027-10-22 09:42:00,2027-10-22 14:33:00,1,AZ20271023TPHGIW15865,2027-10-24 09:42:00,2027-10-24 14:33:00,2 days 00:00:00
392,ALN,TPH,AZ20271020ALNTPH13462,13462,2027-10-21 01:21:00,2027-10-21 05:01:00,1,AZ20271022ALNTPH6238,2027-10-22 18:08:00,2027-10-22 21:48:00,1 days 16:47:00
3930,TPH,TZJ,AZ20271021TPHTZJ14583,14583,2027-10-21 22:58:00,2027-10-22 00:38:00,1,AZ20271023TPHTZJ14583,2027-10-23 22:58:00,2027-10-24 00:38:00,2 days 00:00:00
3931,NWY,TPH,AZ20271021NWYTPH13488,13488,2027-10-22 03:56:00,2027-10-22 07:37:00,1,AZ20271024NWYTPH3857,2027-10-24 17:59:00,2027-10-24 21:40:00,2 days 14:03:00
3933,TPH,QHP,AZ20271020TPHQHP15070,15070,2027-10-20 19:13:00,2027-10-20 22:21:00,3,AZ20271019TPHQHP10566,2027-10-20 00:03:00,2027-10-20 03:11:00,-1 days +04:50:00
3937,TPH,CEF,AZ20271021TPHCEF8181,8181,2027-10-21 20:46:00,2027-10-21 22:48:00,2,AZ20271023TPHCEF5474,2027-10-24 02:48:00,2027-10-24 04:50:00,2 days 06:02:00
3939,EID,TPH,AZ20271022EIDTPH14320,14320,2027-10-22 20:12:00,2027-10-22 21:46:00,1,AZ20271024EIDTPH14320,2027-10-24 20:12:00,2027-10-24 21:46:00,2 days 00:00:00
393,TPH,NMK,AZ20271021TPHNMK13145,13145,2027-10-21 18:43:00,2027-10-22 00:16:00,1,AZ20271024TPHNMK13145,2027-10-24 18:43:00,2027-10-25 00:16:00,3 days 00:00:00
3940,HHO,TPH,AZ20271022HHOTPH19626,19626,2027-10-22 19:27:00,2027-10-23 01:01:00,1,AZ20271023HHOTPH19626,2027-10-23 19:27:00,2027-10-24 01:01:00,1 days 00:00:00
3943,TPH,QHP,AZ20271021TPHQHP15070,15070,2027-10-21 19:13:00,2027-10-21 22:21:00,1,AZ20271024TPHQHP15215,2027-10-24 18:50:00,2027-10-24 21:58:00,2 days 23:37:00
3944,EBG,TPH,AZ20271022EBGTPH6882,6882,2027-10-22 19:06:00,2027-10-22 21:35:00,1,AZ20271024EBGTPH6882,2027-10-24 19:06:00,2027-10-24 21:35:00,2 days 00:00:00
3945,PJY,TPH,AZ20271020PJYTPH2165,2165,2027-10-21 02:13:00,2027-10-21 04:40:00,1,AZ20271022PJYTPH2165,2027-10-23 02:13:00,2027-10-23 04:40:00,2 days 00:00:00
